SALESORDERID,SALESORDERITEM,PRODUCTID,NETAMOUNT_x,QUANTITY,DELIVERYDATE,PRECIO_UNITARIO,CREATEDBY,CREATEDAT_x,NETAMOUNT_y,PRODUCTCATEGORY,CREATEDAT_y,WEIGHTUNIT,CURRENCY,PRICE,CREATEDAT
500000085,20,HB-1174,331.62,1,2018-07-29,331.62,10,2018-05-21,42326.38,HB,2018-10-03,KG,USD,379,2018-10-03
500000085,30,EB-1134,4200.0,7,2018-07-29,600.0,10,2018-05-21,42326.38,EB,2018-10-03,KG,USD,4800,2018-10-03
500000085,40,BX-1014,699.12,6,2018-07-29,116.52,10,2018-05-21,42326.38,BX,2018-10-03,KG,USD,799,2018-10-03
500000086,10,RC-1052,3499.12,4,2018-07-15,874.78,14,2018-05-23,18983.12,RC,2018-10-03,KG,USD,3999,2018-10-03
500000086,20,RO-1001,459.38,10,2018-07-15,45.938,14,2018-05-23,18983.12,RO,2018-10-03,KG,USD,525,2018-10-03
500000086,30,BX-1013,392.88,1,2018-07-15,392.88,14,2018-05-23,18983.12,BX,2018-10-03,KG,USD,449,2018-10-03
500000087,10,EB-1134,4200.0,5,2018-08-01,840.0,3,2018-05-25,61572.0,EB,2018-10-03,KG,USD,4800,2018-10-03
500000087,20,MB-1033,3499.12,10,2018-08-01,349.912,3,2018-05-25,61572.0,MB,2018-10-03,KG,USD,3999,2018-10-03
500000087,30,BX-1011,217.88,3,2018-08-01,72.62666666666667,3,2018-05-25,61572.0,BX,2018-10-03,KG,USD,249,2018-10-03
500000087,40,CC-1023,1190.88,1,2018-08-01,1190.88,3,2018-05-25,61572.0,CC,2018-10-03,KG,USD,1361,2018-10-03
500000087,50,RO-1002,602.88,2,2018-08-01,301.44,3,2018-05-25,61572.0,RO,2018-10-03,KG,USD,689,2018-10-03
500000087,60,BX-1014,699.12,1,2018-08-01,699.12,3,2018-05-25,61572.0,BX,2018-10-03,KG,USD,799,2018-10-03
500000087,70,BX-1015,261.62,6,2018-08-01,43.60333333333333,3,2018-05-25,61572.0,BX,2018-10-03,KG,USD,299,2018-10-03
500000087,80,BX-1015,261.62,1,2018-08-01,261.62,3,2018-05-25,61572.0,BX,2018-10-03,KG,USD,299,2018-10-03
500000088,10,HB-1176,1049.12,8,2018-07-30,131.14,10,2018-05-28,64705.38,HB,2018-10-03,KG,USD,1199,2018-10-03
500000088,20,EB-1136,4375.0,4,2018-07-30,1093.75,10,2018-05-28,64705.38,EB,2018-10-03,KG,USD,5000,2018-10-03
500000088,30,CB-1163,252.0,2,2018-07-30,126.0,10,2018-05-28,64705.38,CB,2018-10-03,KG,USD,288,2018-10-03
500000088,40,CB-1162,350.0,7,2018-07-30,50.0,10,2018-05-28,64705.38,CB,2018-10-03,KG,USD,400,2018-10-03
500000088,50,EB-1132,1662.5,10,2018-07-30,166.25,10,2018-05-28,64705.38,EB,2018-10-03,KG,USD,1900,2018-10-03
500000088,60,DB-1081,1311.62,10,2018-07-30,131.16199999999998,10,2018-05-28,64705.38,DB,2018-10-03,KG,USD,1499,2018-10-03
500000088,70,BX-1015,261.62,8,2018-07-30,32.7025,10,2018-05-28,64705.38,BX,2018-10-03,KG,USD,299,2018-10-03
500000088,80,RC-1053,4024.12,1,2018-07-30,4024.12,10,2018-05-28,64705.38,RC,2018-10-03,KG,USD,4599,2018-10-03
500000089,10,RC-1055,1749.12,6,2018-08-08,291.52,13,2018-05-30,36298.5,RC,2018-10-03,KG,USD,1999,2018-10-03
500000089,20,EB-1133,1968.75,2,2018-08-08,984.375,13,2018-05-30,36298.5,EB,2018-10-03,KG,USD,2250,2018-10-03
500000089,30,RC-1056,2186.62,10,2018-08-08,218.66199999999998,13,2018-05-30,36298.5,RC,2018-10-03,KG,USD,2499,2018-10-03
500000090,10,DB-1082,1093.75,6,2018-08-06,182.29166666666666,10,2018-06-01,75481.0,DB,2018-10-03,KG,USD,1250,2018-10-03
500000090,20,RC-1053,4024.12,9,2018-08-06,447.1244444444444,10,2018-06-01,75481.0,RC,2018-10-03,KG,USD,4599,2018-10-03
500000090,30,RO-1003,630.88,9,2018-08-06,70.09777777777778,10,2018-06-01,75481.0,RO,2018-10-03,KG,USD,721,2018-10-03
500000090,40,HB-1176,1049.12,7,2018-08-06,149.8742857142857,10,2018-06-01,75481.0,HB,2018-10-03,KG,USD,1199,2018-10-03
500000090,50,RC-1056,2186.62,9,2018-08-06,242.95777777777778,10,2018-06-01,75481.0,RC,2018-10-03,KG,USD,2499,2018-10-03
500000091,10,EB-1132,1662.5,3,2018-07-21,554.1666666666666,2,2018-06-03,24667.12,EB,2018-10-03,KG,USD,1900,2018-10-03
500000091,20,MB-1034,2186.62,9,2018-07-21,242.95777777777778,2,2018-06-03,24667.12,MB,2018-10-03,KG,USD,2499,2018-10-03
500000092,10,HB-1175,786.62,9,2018-07-19,87.40222222222222,2,2018-06-06,37187.5,HB,2018-10-03,KG,USD,899,2018-10-03
500000092,20,HB-1173,567.88,2,2018-07-19,283.94,2,2018-06-06,37187.5,HB,2018-10-03,KG,USD,649,2018-10-03
500000092,30,HB-1172,699.12,8,2018-07-19,87.39,2,2018-06-06,37187.5,HB,2018-10-03,KG,USD,799,2018-10-03
500000092,40,MB-1031,567.88,5,2018-07-19,113.576,2,2018-06-06,37187.5,MB,2018-10-03,KG,USD,649,2018-10-03
500000092,50,MB-1032,1136.62,1,2018-07-19,1136.62,2,2018-06-06,37187.5,MB,2018-10-03,KG,USD,1299,2018-10-03
500000092,60,DB-1081,1311.62,3,2018-07-19,437.20666666666665,2,2018-06-06,37187.5,DB,2018-10-03,KG,USD,1499,2018-10-03
500000092,70,RC-1051,2186.62,4,2018-07-19,546.655,2,2018-06-06,37187.5,RC,2018-10-03,KG,USD,2499,2018-10-03
500000092,80,BX-1012,349.12,8,2018-07-19,43.64,2,2018-06-06,37187.5,BX,2018-10-03,KG,USD,399,2018-10-03
500000092,90,BX-1013,392.88,10,2018-07-19,39.288,2,2018-06-06,37187.5,BX,2018-10-03,KG,USD,449,2018-10-03
500000093,10,HB-1174,331.62,10,2018-08-11,33.162,4,2018-06-09,37857.75,HB,2018-10-03,KG,USD,379,2018-10-03
500000093,20,RC-1056,2186.62,8,2018-08-11,273.3275,4,2018-06-09,37857.75,RC,2018-10-03,KG,USD,2499,2018-10-03
500000093,30,HB-1176,1049.12,6,2018-08-11,174.85333333333332,4,2018-06-09,37857.75,HB,2018-10-03,KG,USD,1199,2018-10-03
500000093,40,DB-1083,1049.12,7,2018-08-11,149.8742857142857,4,2018-06-09,37857.75,DB,2018-10-03,KG,USD,1199,2018-10-03
500000093,50,MB-1032,1136.62,3,2018-08-11,378.8733333333333,4,2018-06-09,37857.75,MB,2018-10-03,KG,USD,1299,2018-10-03
500000094,10,BX-1013,392.88,3,2018-08-07,130.96,4,2018-06-09,23044.88,BX,2018-10-03,KG,USD,449,2018-10-03
500000094,20,RC-1056,2186.62,10,2018-08-07,218.66199999999998,4,2018-06-09,23044.88,RC,2018-10-03,KG,USD,2499,2018-10-03
500000095,10,BX-1016,279.12,5,2018-08-03,55.824,8,2018-06-12,8393.88,BX,2018-10-03,KG,USD,319,2018-10-03
500000095,20,MB-1033,3499.12,2,2018-08-03,1749.56,8,2018-06-12,8393.88,MB,2018-10-03,KG,USD,3999,2018-10-03
500000096,10,RC-1057,4374.12,7,2018-08-08,624.8742857142857,8,2018-06-12,85147.12,RC,2018-10-03,KG,USD,4999,2018-10-03
500000096,20,MB-1033,3499.12,2,2018-08-08,1749.56,8,2018-06-12,85147.12,MB,2018-10-03,KG,USD,3999,2018-10-03
500000096,30,RC-1057,4374.12,8,2018-08-08,546.765,8,2018-06-12,85147.12,RC,2018-10-03,KG,USD,4999,2018-10-03
500000096,40,BX-1011,217.88,7,2018-08-08,31.125714285714285,8,2018-06-12,85147.12,BX,2018-10-03,KG,USD,249,2018-10-03
500000096,50,BX-1011,217.88,5,2018-08-08,43.576,8,2018-06-12,85147.12,BX,2018-10-03,KG,USD,249,2018-10-03
500000096,60,CB-1162,350.0,4,2018-08-08,87.5,8,2018-06-12,85147.12,CB,2018-10-03,KG,USD,400,2018-10-03
500000096,70,RO-1001,459.38,10,2018-08-08,45.938,8,2018-06-12,85147.12,RO,2018-10-03,KG,USD,525,2018-10-03
500000096,80,BX-1013,392.88,9,2018-08-08,43.653333333333336,8,2018-06-12,85147.12,BX,2018-10-03,KG,USD,449,2018-10-03
500000096,90,BX-1013,392.88,1,2018-08-08,392.88,8,2018-06-12,85147.12,BX,2018-10-03,KG,USD,449,2018-10-03
500000097,10,RC-1056,2186.62,5,2018-08-22,437.32399999999996,12,2018-06-14,51902.38,RC,2018-10-03,KG,USD,2499,2018-10-03
500000097,20,EB-1132,1662.5,8,2018-08-22,207.8125,12,2018-06-14,51902.38,EB,2018-10-03,KG,USD,1900,2018-10-03
500000097,30,MB-1033,3499.12,5,2018-08-22,699.824,12,2018-06-14,51902.38,MB,2018-10-03,KG,USD,3999,2018-10-03
500000097,40,MB-1031,567.88,9,2018-08-22,63.09777777777778,12,2018-06-14,51902.38,MB,2018-10-03,KG,USD,649,2018-10-03
500000097,50,BX-1015,261.62,10,2018-08-22,26.162,12,2018-06-14,51902.38,BX,2018-10-03,KG,USD,299,2018-10-03
500000097,60,HB-1171,611.62,4,2018-08-22,152.905,12,2018-06-14,51902.38,HB,2018-10-03,KG,USD,699,2018-10-03
500000098,10,EB-1133,1968.75,10,2018-08-29,196.875,4,2018-06-15,95859.75,EB,2018-10-03,KG,USD,2250,2018-10-03
500000098,20,MB-1033,3499.12,1,2018-08-29,3499.12,4,2018-06-15,95859.75,MB,2018-10-03,KG,USD,3999,2018-10-03
500000098,30,BX-1013,392.88,9,2018-08-29,43.653333333333336,4,2018-06-15,95859.75,BX,2018-10-03,KG,USD,449,2018-10-03
500000098,40,BX-1015,261.62,9,2018-08-29,29.06888888888889,4,2018-06-15,95859.75,BX,2018-10-03,KG,USD,299,2018-10-03
500000098,50,CB-1163,252.0,3,2018-08-29,84.0,4,2018-06-15,95859.75,CB,2018-10-03,KG,USD,288,2018-10-03
500000098,60,RC-1051,2186.62,8,2018-08-29,273.3275,4,2018-06-15,95859.75,RC,2018-10-03,KG,USD,2499,2018-10-03
500000098,70,EB-1136,4375.0,8,2018-08-29,546.875,4,2018-06-15,95859.75,EB,2018-10-03,KG,USD,5000,2018-10-03
500000098,80,EB-1132,1662.5,5,2018-08-29,332.5,4,2018-06-15,95859.75,EB,2018-10-03,KG,USD,1900,2018-10-03
500000098,90,CC-1023,1190.88,2,2018-08-29,595.44,4,2018-06-15,95859.75,CC,2018-10-03,KG,USD,1361,2018-10-03
500000098,100,HB-1173,567.88,5,2018-08-29,113.576,4,2018-06-15,95859.75,HB,2018-10-03,KG,USD,649,2018-10-03
500000099,10,CC-1023,1190.88,7,2018-08-06,170.1257142857143,5,2018-06-17,36119.12,CC,2018-10-03,KG,USD,1361,2018-10-03
500000099,20,EB-1135,2625.0,7,2018-08-06,375.0,5,2018-06-17,36119.12,EB,2018-10-03,KG,USD,3000,2018-10-03
500000099,30,CB-1162,350.0,4,2018-08-06,87.5,5,2018-06-17,36119.12,CB,2018-10-03,KG,USD,400,2018-10-03
500000099,40,CC-1021,1001.0,8,2018-08-06,125.125,5,2018-06-17,36119.12,CC,2018-10-03,KG,USD,1144,2018-10-03
500000100,10,CB-1161,349.12,9,2018-08-08,38.791111111111114,6,2018-06-19,47101.25,CB,2018-10-03,KG,USD,399,2018-10-03
500000100,20,HB-1171,611.62,3,2018-08-08,203.87333333333333,6,2018-06-19,47101.25,HB,2018-10-03,KG,USD,699,2018-10-03
500000100,30,CB-1163,252.0,4,2018-08-08,63.0,6,2018-06-19,47101.25,CB,2018-10-03,KG,USD,288,2018-10-03
500000100,40,CC-1022,1050.0,6,2018-08-08,175.0,6,2018-06-19,47101.25,CC,2018-10-03,KG,USD,1200,2018-10-03
500000100,50,CC-1023,1190.88,1,2018-08-08,1190.88,6,2018-06-19,47101.25,CC,2018-10-03,KG,USD,1361,2018-10-03
500000100,60,RO-1002,602.88,5,2018-08-08,120.576,6,2018-06-19,47101.25,RO,2018-10-03,KG,USD,689,2018-10-03
500000100,70,DB-1083,1049.12,8,2018-08-08,131.14,6,2018-06-19,47101.25,DB,2018-10-03,KG,USD,1199,2018-10-03
500000100,80,RC-1054,4811.62,2,2018-08-08,2405.81,6,2018-06-19,47101.25,RC,2018-10-03,KG,USD,5499,2018-10-03
500000100,90,EB-1134,4200.0,2,2018-08-08,2100.0,6,2018-06-19,47101.25,EB,2018-10-03,KG,USD,4800,2018-10-03
500000100,100,BX-1014,699.12,6,2018-08-08,116.52,6,2018-06-19,47101.25,BX,2018-10-03,KG,USD,799,2018-10-03
500000101,10,RO-1003,630.88,3,2018-07-31,210.29333333333332,13,2018-06-21,40775.88,RO,2018-10-03,KG,USD,721,2018-10-03
500000101,20,RC-1056,2186.62,6,2018-07-31,364.43666666666667,13,2018-06-21,40775.88,RC,2018-10-03,KG,USD,2499,2018-10-03
500000101,30,CC-1021,1001.0,4,2018-07-31,250.25,13,2018-06-21,40775.88,CC,2018-10-03,KG,USD,1144,2018-10-03
500000101,40,RO-1001,459.38,9,2018-07-31,51.04222222222222,13,2018-06-21,40775.88,RO,2018-10-03,KG,USD,525,2018-10-03
500000101,50,HB-1176,1049.12,5,2018-07-31,209.82399999999998,13,2018-06-21,40775.88,HB,2018-10-03,KG,USD,1199,2018-10-03
500000101,60,CB-1162,350.0,6,2018-07-31,58.333333333333336,13,2018-06-21,40775.88,CB,2018-10-03,KG,USD,400,2018-10-03
500000101,70,DB-1083,1049.12,9,2018-07-31,116.56888888888888,13,2018-06-21,40775.88,DB,2018-10-03,KG,USD,1199,2018-10-03
500000101,80,BX-1016,279.12,3,2018-07-31,93.04,13,2018-06-21,40775.88,BX,2018-10-03,KG,USD,319,2018-10-03
500000102,10,BX-1014,699.12,9,2018-08-28,77.68,8,2018-06-22,6292.12,BX,2018-10-03,KG,USD,799,2018-10-03
500000103,10,CC-1021,1001.0,4,2018-08-09,250.25,8,2018-06-25,84608.12,CC,2018-10-03,KG,USD,1144,2018-10-03
500000103,20,RO-1001,459.38,8,2018-08-09,57.4225,8,2018-06-25,84608.12,RO,2018-10-03,KG,USD,525,2018-10-03
500000103,30,RC-1057,4374.12,7,2018-08-09,624.8742857142857,8,2018-06-25,84608.12,RC,2018-10-03,KG,USD,4999,2018-10-03
500000103,40,CC-1022,1050.0,6,2018-08-09,175.0,8,2018-06-25,84608.12,CC,2018-10-03,KG,USD,1200,2018-10-03
500000103,50,BX-1011,217.88,8,2018-08-09,27.235,8,2018-06-25,84608.12,BX,2018-10-03,KG,USD,249,2018-10-03
500000103,60,RC-1053,4024.12,6,2018-08-09,670.6866666666666,8,2018-06-25,84608.12,RC,2018-10-03,KG,USD,4599,2018-10-03
500000103,70,BX-1011,217.88,1,2018-08-09,217.88,8,2018-06-25,84608.12,BX,2018-10-03,KG,USD,249,2018-10-03
500000103,80,HB-1173,567.88,6,2018-08-09,94.64666666666666,8,2018-06-25,84608.12,HB,2018-10-03,KG,USD,649,2018-10-03
500000103,90,MB-1033,3499.12,3,2018-08-09,1166.3733333333332,8,2018-06-25,84608.12,MB,2018-10-03,KG,USD,3999,2018-10-03
500000104,10,RO-1001,459.38,1,2018-09-02,459.38,8,2018-06-28,15321.25,RO,2018-10-03,KG,USD,525,2018-10-03
500000104,20,MB-1034,2186.62,5,2018-09-02,437.32399999999996,8,2018-06-28,15321.25,MB,2018-10-03,KG,USD,2499,2018-10-03
500000104,30,BX-1013,392.88,10,2018-09-02,39.288,8,2018-06-28,15321.25,BX,2018-10-03,KG,USD,449,2018-10-03
500000105,10,RC-1052,3499.12,10,2018-08-20,349.912,14,2018-06-30,48281.62,RC,2018-10-03,KG,USD,3999,2018-10-03
500000105,20,HB-1172,699.12,9,2018-08-20,77.68,14,2018-06-30,48281.62,HB,2018-10-03,KG,USD,799,2018-10-03
500000105,30,MB-1033,3499.12,2,2018-08-20,1749.56,14,2018-06-30,48281.62,MB,2018-10-03,KG,USD,3999,2018-10-03
500000106,10,RO-1003,630.88,7,2018-08-10,90.12571428571428,3,2018-07-03,38757.25,RO,2018-10-03,KG,USD,721,2018-10-03
500000106,20,DB-1081,1311.62,3,2018-08-10,437.20666666666665,3,2018-07-03,38757.25,DB,2018-10-03,KG,USD,1499,2018-10-03
500000106,30,DB-1081,1311.62,3,2018-08-10,437.20666666666665,3,2018-07-03,38757.25,DB,2018-10-03,KG,USD,1499,2018-10-03
500000106,40,EB-1135,2625.0,6,2018-08-10,437.5,3,2018-07-03,38757.25,EB,2018-10-03,KG,USD,3000,2018-10-03
500000106,50,HB-1174,331.62,7,2018-08-10,47.37428571428571,3,2018-07-03,38757.25,HB,2018-10-03,KG,USD,379,2018-10-03
500000106,60,CC-1022,1050.0,8,2018-08-10,131.25,3,2018-07-03,38757.25,CC,2018-10-03,KG,USD,1200,2018-10-03
500000107,10,RC-1051,2186.62,8,2018-08-22,273.3275,12,2018-07-05,75954.38,RC,2018-10-03,KG,USD,2499,2018-10-03
500000107,20,DB-1082,1093.75,1,2018-08-22,1093.75,12,2018-07-05,75954.38,DB,2018-10-03,KG,USD,1250,2018-10-03
500000107,30,RO-1002,602.88,5,2018-08-22,120.576,12,2018-07-05,75954.38,RO,2018-10-03,KG,USD,689,2018-10-03
500000107,40,EB-1135,2625.0,10,2018-08-22,262.5,12,2018-07-05,75954.38,EB,2018-10-03,KG,USD,3000,2018-10-03
500000107,50,RC-1057,4374.12,3,2018-08-22,1458.04,12,2018-07-05,75954.38,RC,2018-10-03,KG,USD,4999,2018-10-03
500000107,60,BX-1013,392.88,8,2018-08-22,49.11,12,2018-07-05,75954.38,BX,2018-10-03,KG,USD,449,2018-10-03
500000107,70,BX-1016,279.12,2,2018-08-22,139.56,12,2018-07-05,75954.38,BX,2018-10-03,KG,USD,319,2018-10-03
500000107,80,BX-1015,261.62,3,2018-08-22,87.20666666666666,12,2018-07-05,75954.38,BX,2018-10-03,KG,USD,299,2018-10-03
500000107,90,RC-1055,1749.12,6,2018-08-22,291.52,12,2018-07-05,75954.38,RC,2018-10-03,KG,USD,1999,2018-10-03
500000108,10,MB-1032,1136.62,7,2018-08-23,162.3742857142857,11,2018-07-06,48670.12,MB,2018-10-03,KG,USD,1299,2018-10-03
500000108,20,BX-1014,699.12,7,2018-08-23,99.87428571428572,11,2018-07-06,48670.12,BX,2018-10-03,KG,USD,799,2018-10-03
500000108,30,BX-1013,392.88,8,2018-08-23,49.11,11,2018-07-06,48670.12,BX,2018-10-03,KG,USD,449,2018-10-03
500000108,40,BX-1012,349.12,4,2018-08-23,87.28,11,2018-07-06,48670.12,BX,2018-10-03,KG,USD,399,2018-10-03
500000108,50,BX-1015,261.62,1,2018-08-23,261.62,11,2018-07-06,48670.12,BX,2018-10-03,KG,USD,299,2018-10-03
500000108,60,MB-1034,2186.62,4,2018-08-23,546.655,11,2018-07-06,48670.12,MB,2018-10-03,KG,USD,2499,2018-10-03
500000108,70,HB-1172,699.12,2,2018-08-23,349.56,11,2018-07-06,48670.12,HB,2018-10-03,KG,USD,799,2018-10-03
500000108,80,RC-1055,1749.12,4,2018-08-23,437.28,11,2018-07-06,48670.12,RC,2018-10-03,KG,USD,1999,2018-10-03
500000108,90,CC-1023,1190.88,10,2018-08-23,119.08800000000001,11,2018-07-06,48670.12,CC,2018-10-03,KG,USD,1361,2018-10-03
500000108,100,EB-1133,1968.75,1,2018-08-23,1968.75,11,2018-07-06,48670.12,EB,2018-10-03,KG,USD,2250,2018-10-03
500000109,10,RC-1054,4811.62,6,2018-09-11,801.9366666666666,4,2018-07-06,48116.25,RC,2018-10-03,KG,USD,5499,2018-10-03
500000109,20,RC-1054,4811.62,4,2018-09-11,1202.905,4,2018-07-06,48116.25,RC,2018-10-03,KG,USD,5499,2018-10-03
500000110,10,EB-1134,4200.0,7,2018-08-29,600.0,3,2018-07-07,56954.62,EB,2018-10-03,KG,USD,4800,2018-10-03
500000110,20,RC-1056,2186.62,3,2018-08-29,728.8733333333333,3,2018-07-07,56954.62,RC,2018-10-03,KG,USD,2499,2018-10-03
500000110,30,MB-1033,3499.12,6,2018-08-29,583.1866666666666,3,2018-07-07,56954.62,MB,2018-10-03,KG,USD,3999,2018-10-03
500000111,10,CB-1163,252.0,10,2018-08-24,25.2,2,2018-07-07,26656.0,CB,2018-10-03,KG,USD,288,2018-10-03
500000111,20,BX-1011,217.88,8,2018-08-24,27.235,2,2018-07-07,26656.0,BX,2018-10-03,KG,USD,249,2018-10-03
500000111,30,EB-1134,4200.0,2,2018-08-24,2100.0,2,2018-07-07,26656.0,EB,2018-10-03,KG,USD,4800,2018-10-03
500000111,40,RC-1055,1749.12,8,2018-08-24,218.64,2,2018-07-07,26656.0,RC,2018-10-03,KG,USD,1999,2018-10-03
500000112,10,HB-1173,567.88,10,,56.788,4,2018-07-10,54428.5,HB,2018-10-03,KG,USD,649,2018-10-03
500000112,20,DB-1082,1093.75,7,,156.25,4,2018-07-10,54428.5,DB,2018-10-03,KG,USD,1250,2018-10-03
500000112,30,BX-1013,392.88,5,,78.576,4,2018-07-10,54428.5,BX,2018-10-03,KG,USD,449,2018-10-03
500000112,40,DB-1082,1093.75,5,,218.75,4,2018-07-10,54428.5,DB,2018-10-03,KG,USD,1250,2018-10-03
500000112,50,RC-1054,4811.62,2,,2405.81,4,2018-07-10,54428.5,RC,2018-10-03,KG,USD,5499,2018-10-03
500000112,60,MB-1033,3499.12,4,,874.78,4,2018-07-10,54428.5,MB,2018-10-03,KG,USD,3999,2018-10-03
500000112,70,CB-1163,252.0,7,,36.0,4,2018-07-10,54428.5,CB,2018-10-03,KG,USD,288,2018-10-03
500000112,80,EB-1134,4200.0,1,,4200.0,4,2018-07-10,54428.5,EB,2018-10-03,KG,USD,4800,2018-10-03
500000112,90,CC-1023,1190.88,3,,396.96000000000004,4,2018-07-10,54428.5,CC,2018-10-03,KG,USD,1361,2018-10-03
500000112,100,CB-1163,252.0,2,,126.0,4,2018-07-10,54428.5,CB,2018-10-03,KG,USD,288,2018-10-03
500000113,10,RC-1057,4374.12,10,2018-09-03,437.412,9,2018-07-12,93905.88,RC,2018-10-03,KG,USD,4999,2018-10-03
500000113,20,BX-1013,392.88,7,2018-09-03,56.12571428571429,9,2018-07-12,93905.88,BX,2018-10-03,KG,USD,449,2018-10-03
500000113,30,RC-1052,3499.12,7,2018-09-03,499.8742857142857,9,2018-07-12,93905.88,RC,2018-10-03,KG,USD,3999,2018-10-03
500000113,40,CB-1161,349.12,3,2018-09-03,116.37333333333333,9,2018-07-12,93905.88,CB,2018-10-03,KG,USD,399,2018-10-03
500000113,50,RC-1057,4374.12,2,2018-09-03,2187.06,9,2018-07-12,93905.88,RC,2018-10-03,KG,USD,4999,2018-10-03
500000113,60,EB-1135,2625.0,5,2018-09-03,525.0,9,2018-07-12,93905.88,EB,2018-10-03,KG,USD,3000,2018-10-03
500000114,10,DB-1082,1093.75,5,2018-09-02,218.75,12,2018-07-13,12956.12,DB,2018-10-03,KG,USD,1250,2018-10-03
500000114,20,RO-1003,630.88,10,2018-09-02,63.088,12,2018-07-13,12956.12,RO,2018-10-03,KG,USD,721,2018-10-03
500000114,30,BX-1013,392.88,3,2018-09-02,130.96,12,2018-07-13,12956.12,BX,2018-10-03,KG,USD,449,2018-10-03
500000115,10,RC-1054,4811.62,10,2018-08-29,481.162,12,2018-07-15,66231.38,RC,2018-10-03,KG,USD,5499,2018-10-03
500000115,20,CC-1021,1001.0,3,2018-08-29,333.6666666666667,12,2018-07-15,66231.38,CC,2018-10-03,KG,USD,1144,2018-10-03
500000115,30,EB-1134,4200.0,3,2018-08-29,1400.0,12,2018-07-15,66231.38,EB,2018-10-03,KG,USD,4800,2018-10-03
500000115,40,BX-1016,279.12,9,2018-08-29,31.013333333333335,12,2018-07-15,66231.38,BX,2018-10-03,KG,USD,319,2018-10-03
500000116,10,HB-1173,567.88,4,2018-09-13,141.97,3,2018-07-16,3843.0,HB,2018-10-03,KG,USD,649,2018-10-03
500000116,20,BX-1013,392.88,4,2018-09-13,98.22,3,2018-07-16,3843.0,BX,2018-10-03,KG,USD,449,2018-10-03
500000117,10,MB-1034,2186.62,5,2018-09-09,437.32399999999996,8,2018-07-19,10933.12,MB,2018-10-03,KG,USD,2499,2018-10-03
500000118,10,MB-1031,567.88,3,2018-09-17,189.29333333333332,4,2018-07-21,58261.0,MB,2018-10-03,KG,USD,649,2018-10-03
500000118,20,BX-1015,261.62,4,2018-09-17,65.405,4,2018-07-21,58261.0,BX,2018-10-03,KG,USD,299,2018-10-03
500000118,30,BX-1013,392.88,1,2018-09-17,392.88,4,2018-07-21,58261.0,BX,2018-10-03,KG,USD,449,2018-10-03
500000118,40,RC-1056,2186.62,7,2018-09-17,312.3742857142857,4,2018-07-21,58261.0,RC,2018-10-03,KG,USD,2499,2018-10-03
500000118,50,MB-1031,567.88,8,2018-09-17,70.985,4,2018-07-21,58261.0,MB,2018-10-03,KG,USD,649,2018-10-03
500000118,60,CC-1023,1190.88,10,2018-09-17,119.08800000000001,4,2018-07-21,58261.0,CC,2018-10-03,KG,USD,1361,2018-10-03
500000118,70,HB-1172,699.12,8,2018-09-17,87.39,4,2018-07-21,58261.0,HB,2018-10-03,KG,USD,799,2018-10-03
500000118,80,EB-1131,1312.5,3,2018-09-17,437.5,4,2018-07-21,58261.0,EB,2018-10-03,KG,USD,1500,2018-10-03
500000118,90,CC-1023,1190.88,5,2018-09-17,238.17600000000002,4,2018-07-21,58261.0,CC,2018-10-03,KG,USD,1361,2018-10-03
500000118,100,EB-1135,2625.0,3,2018-09-17,875.0,4,2018-07-21,58261.0,EB,2018-10-03,KG,USD,3000,2018-10-03
500000119,10,RC-1055,1749.12,2,2018-09-08,874.56,4,2018-07-22,62736.62,RC,2018-10-03,KG,USD,1999,2018-10-03
500000119,20,RC-1051,2186.62,7,2018-09-08,312.3742857142857,4,2018-07-22,62736.62,RC,2018-10-03,KG,USD,2499,2018-10-03
500000119,30,BX-1014,699.12,1,2018-09-08,699.12,4,2018-07-22,62736.62,BX,2018-10-03,KG,USD,799,2018-10-03
500000119,40,EB-1132,1662.5,8,2018-09-08,207.8125,4,2018-07-22,62736.62,EB,2018-10-03,KG,USD,1900,2018-10-03
500000119,50,CB-1163,252.0,7,2018-09-08,36.0,4,2018-07-22,62736.62,CB,2018-10-03,KG,USD,288,2018-10-03
500000119,60,RC-1053,4024.12,7,2018-09-08,574.8742857142857,4,2018-07-22,62736.62,RC,2018-10-03,KG,USD,4599,2018-10-03
500000120,10,RC-1053,4024.12,8,2018-09-20,503.015,4,2018-07-22,71313.38,RC,2018-10-03,KG,USD,4599,2018-10-03
500000120,20,RC-1052,3499.12,1,2018-09-20,3499.12,4,2018-07-22,71313.38,RC,2018-10-03,KG,USD,3999,2018-10-03
500000120,30,RO-1003,630.88,1,2018-09-20,630.88,4,2018-07-22,71313.38,RO,2018-10-03,KG,USD,721,2018-10-03
500000120,40,RC-1057,4374.12,6,2018-09-20,729.02,4,2018-07-22,71313.38,RC,2018-10-03,KG,USD,4999,2018-10-03
500000120,50,RC-1055,1749.12,5,2018-09-20,349.82399999999996,4,2018-07-22,71313.38,RC,2018-10-03,KG,USD,1999,2018-10-03
500000121,10,HB-1172,699.12,2,2018-09-30,349.56,5,2018-07-23,48357.75,HB,2018-10-03,KG,USD,799,2018-10-03
500000121,20,BX-1012,349.12,1,2018-09-30,349.12,5,2018-07-23,48357.75,BX,2018-10-03,KG,USD,399,2018-10-03
500000121,30,BX-1016,279.12,4,2018-09-30,69.78,5,2018-07-23,48357.75,BX,2018-10-03,KG,USD,319,2018-10-03
