PRODUCTID,PRICE_UNITARIO,QUANTITY,DELIVERYDATE,ANIO,DIA,INGRESO_TOTAL,PRODCATEGORYID,SEMANA,DIA_SEMANA_Monday,DIA_SEMANA_Saturday,DIA_SEMANA_Sunday,DIA_SEMANA_Thursday,DIA_SEMANA_Tuesday,DIA_SEMANA_Wednesday,MES_10,MES_11,MES_12,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,SHORT_DESCR_CAT_Cruiser,SHORT_DESCR_CAT_Cyclo-cross Bike,SHORT_DESCR_CAT_Downhill Bike,SHORT_DESCR_CAT_Hybrid Bike,SHORT_DESCR_CAT_Mountain Bike,SHORT_DESCR_CAT_Racing Bike,SHORT_DESCR_CAT_Road Bike,SHORT_DESCR_CAT_eBike
BX-1016,-0.8648785276503087,-0.877774801815794,2018-07-31,2018,31,-0.7592521989364585,BX,2018-07-30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
BX-1014,-0.6035711465379529,1.204008071850502,2018-08-28,2018,28,-0.2677726370143478,BX,2018-08-27,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
CC-1021,-0.41575646636344704,-0.530810989538078,2018-08-09,2018,9,-0.4739354625559454,CC,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
RO-1001,-0.7527341099229227,0.857044259572786,2018-08-09,2018,9,-0.5035787598422324,RO,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
RC-1057,1.682868438195161,0.51008044729507,2018-08-09,2018,9,1.9240969139254216,RC,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
CC-1022,-0.38527060523367224,0.16311663501735396,2018-08-09,2018,9,-0.2670630900048356,CC,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
BX-1011,-0.9029858540625273,0.857044259572786,2018-08-09,2018,9,-0.6776542928425565,BX,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
RC-1053,1.4651122872681979,0.16311663501735396,2018-08-09,2018,9,1.3407704335497885,RC,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
BX-1011,-0.9029858540625273,-1.571702426371226,2018-08-09,2018,9,-0.8150698970180842,BX,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
HB-1173,-0.6852297031355641,0.16311663501735396,2018-08-09,2018,9,-0.527703358165647,HB,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
MB-1033,1.138478060877753,-0.877774801815794,2018-08-09,2018,9,0.11112546606516205,MB,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
RO-1001,-0.7527341099229227,-1.571702426371226,2018-09-02,2018,2,-0.7933104553930436,RO,2018-08-27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
MB-1034,0.3218924949016409,-0.18384717726036204,2018-09-02,2018,2,0.15038706725816994,MB,2018-08-27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
BX-1013,-0.7941077785990457,1.5509718841282178,2018-09-02,2018,2,-0.48071557842461743,BX,2018-08-27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RC-1052,1.138478060877753,1.5509718841282178,2018-08-20,2018,20,2.318053181317912,RC,2018-08-20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
HB-1172,-0.6035711465379529,1.204008071850502,2018-08-20,2018,20,-0.2677726370143478,HB,2018-08-20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
MB-1033,1.138478060877753,-1.22473861409351,2018-08-20,2018,20,-0.204149921828088,MB,2018-08-20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
RO-1003,-0.6460335959687107,0.51008044729507,2018-08-10,2018,10,-0.43680250239147406,RO,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
DB-1081,-0.22249788241576718,-0.877774801815794,2018-08-10,2018,10,-0.4801637085283302,DB,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
DB-1081,-0.22249788241576718,-0.877774801815794,2018-08-10,2018,10,-0.4801637085283302,DB,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
EB-1135,0.5946320739376624,0.16311663501735396,2018-08-10,2018,10,0.5843933214097932,EB,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
HB-1174,-0.8322151050112643,0.51008044729507,2018-08-10,2018,10,-0.6255420069217168,HB,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
CC-1022,-0.38527060523367224,0.857044259572786,2018-08-10,2018,10,-0.07785055413491807,CC,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
RC-1051,0.3218924949016409,0.857044259572786,2018-08-22,2018,22,0.7414397261818247,RC,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
DB-1082,-0.3580510863678018,-1.571702426371226,2018-08-22,2018,22,-0.736152501849006,DB,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
RO-1002,-0.6634540880428678,-0.18384717726036204,2018-08-22,2018,22,-0.563101870084644,RO,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
EB-1135,0.5946320739376624,1.5509718841282178,2018-08-22,2018,22,1.5304560007593808,EB,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
RC-1057,1.682868438195161,-0.877774801815794,2018-08-22,2018,22,0.3476411359025589,RC,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
BX-1013,-0.7941077785990457,0.857044259572786,2018-08-22,2018,22,-0.5515126022626116,BX,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BX-1016,-0.8648785276503087,-1.22473861409351,2018-08-22,2018,22,-0.784401698495835,BX,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BX-1015,-0.8757663351966569,-0.877774801815794,2018-08-22,2018,22,-0.7639825123332064,BX,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
RC-1055,0.04969730624293687,0.16311663501735396,2018-08-22,2018,22,0.11088895039532465,RC,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
MB-1032,-0.3313759578792488,0.51008044729507,2018-08-23,2018,23,-0.11782170233743813,MB,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
BX-1014,-0.6035711465379529,0.51008044729507,2018-08-23,2018,23,-0.39375665048106784,BX,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BX-1013,-0.7941077785990457,0.857044259572786,2018-08-23,2018,23,-0.5515126022626116,BX,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BX-1012,-0.8213272974649161,-0.530810989538078,2018-08-23,2018,23,-0.7088743612610929,BX,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BX-1015,-0.8757663351966569,-1.571702426371226,2018-08-23,2018,23,-0.8111279691874609,BX,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MB-1034,0.3218924949016409,-0.530810989538078,2018-08-23,2018,23,-0.04663048571638167,MB,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
HB-1172,-0.6035711465379529,-1.22473861409351,2018-08-23,2018,23,-0.708716684147868,HB,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
RC-1055,0.04969730624293687,-0.530810989538078,2018-08-23,2018,23,-0.20430759894131292,RC,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
CC-1023,-0.2976237544855695,1.5509718841282178,2018-08-23,2018,23,0.2382920578810691,CC,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
EB-1133,0.1863392909496063,-1.571702426371226,2018-08-23,2018,23,-0.6573139452365404,EB,2018-08-20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
RC-1054,1.955063626853865,0.16311663501735396,2018-09-11,2018,11,1.7664986392571027,RC,2018-09-10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
RC-1054,1.955063626853865,-0.530810989538078,2018-09-11,2018,11,0.8994321936332058,RC,2018-09-10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
EB-1134,1.5745347531089968,0.51008044729507,2018-08-29,2018,29,1.814274804564257,EB,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
RC-1056,0.3218924949016409,-0.877774801815794,2018-08-29,2018,29,-0.24364803869093327,RC,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
MB-1033,1.138478060877753,0.16311663501735396,2018-08-29,2018,29,1.0569516297449122,MB,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CB-1163,-0.8817546293471484,1.5509718841282178,2018-08-24,2018,24,-0.6076456545706871,CB,2018-08-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
BX-1011,-0.9029858540625273,0.857044259572786,2018-08-24,2018,24,-0.6776542928425565,BX,2018-08-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EB-1134,1.5745347531089968,-1.22473861409351,2018-08-24,2018,24,-0.07785055413491807,EB,2018-08-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
RC-1055,0.04969730624293687,0.857044259572786,2018-08-24,2018,24,0.42608549973196225,RC,2018-08-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
RC-1057,1.682868438195161,1.5509718841282178,2018-09-03,2018,3,3.106438747442569,RC,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
BX-1013,-0.7941077785990457,0.51008044729507,2018-09-03,2018,3,-0.5869111141816086,BX,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RC-1052,1.138478060877753,0.51008044729507,2018-09-03,2018,3,1.3722270176381621,RC,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CB-1161,-0.8213272974649161,-0.877774801815794,2018-09-03,2018,3,-0.7403309453494668,CB,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
RC-1057,1.682868438195161,-1.22473861409351,2018-09-03,2018,3,-0.04647280860315674,RC,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
EB-1135,0.5946320739376624,-0.18384717726036204,2018-09-03,2018,3,0.3478776515723963,EB,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
DB-1082,-0.3580510863678018,-0.18384717726036204,2018-09-02,2018,2,-0.3419597187866779,DB,2018-08-27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
RO-1003,-0.6460335959687107,1.5509718841282178,2018-09-02,2018,2,-0.26627470443871093,RO,2018-08-27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
BX-1013,-0.7941077785990457,-0.877774801815794,2018-09-02,2018,2,-0.7285051618575968,BX,2018-08-27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RC-1054,1.955063626853865,1.5509718841282178,2018-08-29,2018,29,3.500631530504897,RC,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
CC-1021,-0.41575646636344704,-0.877774801815794,2018-08-29,2018,29,-0.5641267713206061,CC,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
EB-1134,1.5745347531089968,-0.877774801815794,2018-08-29,2018,29,0.30057451760491694,EB,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
BX-1016,-0.8648785276503087,1.204008071850502,2018-08-29,2018,29,-0.6083552015801993,BX,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
HB-1173,-0.6852297031355641,-0.530810989538078,2018-09-13,2018,13,-0.6300358046486273,HB,2018-09-10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
BX-1013,-0.7941077785990457,-0.530810989538078,2018-09-13,2018,13,-0.6931066499385998,BX,2018-09-10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MB-1034,0.3218924949016409,-0.18384717726036204,2018-09-09,2018,9,0.15038706725816994,MB,2018-09-03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
MB-1031,-0.6852297031355641,-0.877774801815794,2018-09-17,2018,17,-0.6812020278901175,MB,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
BX-1015,-0.8757663351966569,-0.530810989538078,2018-09-17,2018,17,-0.7404097839060791,BX,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
BX-1013,-0.7941077785990457,-1.571702426371226,2018-09-17,2018,17,-0.799302185695591,BX,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RC-1056,0.3218924949016409,0.51008044729507,2018-09-17,2018,17,0.5444221732072732,RC,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
MB-1031,-0.6852297031355641,0.857044259572786,2018-09-17,2018,17,-0.42537091168266655,MB,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
CC-1023,-0.2976237544855695,1.5509718841282178,2018-09-17,2018,17,0.2382920578810691,CC,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
HB-1172,-0.6035711465379529,0.857044259572786,2018-09-17,2018,17,-0.3307646437477078,HB,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
EB-1131,-0.22195349203844977,-0.877774801815794,2018-09-17,2018,17,-0.4799271928584928,EB,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
CC-1023,-0.2976237544855695,-0.18384717726036204,2018-09-17,2018,17,-0.2982043198667595,CC,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
EB-1135,0.5946320739376624,-0.877774801815794,2018-09-17,2018,17,-0.12515368810239744,EB,2018-09-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
RC-1055,0.04969730624293687,-1.22473861409351,2018-09-08,2018,8,-0.5195041482779506,RC,2018-09-03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
RC-1051,0.3218924949016409,0.51008044729507,2018-09-08,2018,8,0.5444221732072732,RC,2018-09-03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
BX-1014,-0.6035711465379529,-1.571702426371226,2018-09-08,2018,8,-0.7717086908812281,BX,2018-09-03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EB-1132,-0.004197341111486536,0.857044259572786,2018-09-08,2018,8,0.36364536289488947,EB,2018-09-03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
CB-1163,-0.8817546293471484,0.51008044729507,2018-09-08,2018,8,-0.6757621674838574,CB,2018-09-03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
RC-1053,1.4651122872681979,0.51008044729507,2018-09-08,2018,8,1.703348955410518,RC,2018-09-03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
RC-1053,1.4651122872681979,0.857044259572786,2018-09-20,2018,20,2.0659274772712473,RC,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
RC-1052,1.138478060877753,-1.571702426371226,2018-09-20,2018,20,-0.519425309721338,RC,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
RO-1003,-0.6460335959687107,-1.571702426371226,2018-09-20,2018,20,-0.7778580982970004,RO,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
RC-1057,1.682868438195161,0.16311663501735396,2018-09-20,2018,20,1.529982969419706,RC,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
RC-1055,0.04969730624293687,-0.18384717726036204,2018-09-20,2018,20,-0.04670932427299414,RC,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
HB-1172,-0.6035711465379529,-1.22473861409351,2018-09-30,2018,30,-0.708716684147868,HB,2018-09-24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
BX-1012,-0.8213272974649161,-1.571702426371226,2018-09-30,2018,30,-0.8032441135262143,BX,2018-09-24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
BX-1016,-0.8648785276503087,-0.530810989538078,2018-09-30,2018,30,-0.734102699377082,BX,2018-09-24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CC-1022,-0.38527060523367224,-0.877774801815794,2018-09-30,2018,30,-0.5508818938097119,CC,2018-09-24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
EB-1136,1.6834128285724785,0.857044259572786,2018-09-30,2018,30,2.318841566884037,EB,2018-09-24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
HB-1176,-0.38581499561098964,0.51008044729507,2018-09-30,2018,30,-0.17300869196616406,HB,2018-09-24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
CB-1163,-0.8817546293471484,0.857044259572786,2018-09-21,2018,21,-0.6530566631794673,CB,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
HB-1174,-0.8322151050112643,-1.571702426371226,2018-09-21,2018,21,-0.8048208846584636,HB,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
RC-1052,1.138478060877753,-1.22473861409351,2018-09-21,2018,21,-0.204149921828088,RC,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
DB-1081,-0.22249788241576718,0.857044259572786,2018-09-21,2018,21,0.11073127328209972,DB,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
HB-1171,-0.6580101842696937,-1.571702426371226,2018-09-21,2018,21,-0.7795925465424746,HB,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
DB-1082,-0.3580510863678018,-1.22473861409351,2018-09-21,2018,21,-0.637604306083424,DB,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
RO-1003,-0.6460335959687107,-0.877774801815794,2018-09-21,2018,21,-0.6641728996618249,RO,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
BX-1012,-0.8213272974649161,0.51008044729507,2018-09-21,2018,21,-0.6145046089959716,BX,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
BX-1013,-0.7941077785990457,1.5509718841282178,2018-09-21,2018,21,-0.48071557842461743,BX,2018-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
BX-1015,-0.8757663351966569,1.204008071850502,2018-09-20,2018,20,-0.6225461417704431,BX,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
DB-1081,-0.22249788241576718,-0.530810989538078,2018-09-20,2018,20,-0.36198471216624417,DB,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
MB-1033,1.138478060877753,-1.571702426371226,2018-09-20,2018,20,-0.519425309721338,MB,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
BX-1015,-0.8757663351966569,-1.22473861409351,2018-09-20,2018,20,-0.7875552407603337,BX,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EB-1131,-0.22195349203844977,-0.877774801815794,2018-09-20,2018,20,-0.4799271928584928,EB,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
CC-1022,-0.38527060523367224,0.857044259572786,2018-09-20,2018,20,-0.07785055413491807,CC,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
MB-1031,-0.6852297031355641,0.51008044729507,2018-09-20,2018,20,-0.4765371349241567,MB,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
MB-1033,1.138478060877753,-0.877774801815794,2018-09-20,2018,20,0.11112546606516205,MB,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
RC-1051,0.3218924949016409,0.16311663501735396,2018-09-14,2018,14,0.3474046202327215,RC,2018-09-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
EB-1134,1.5745347531089968,-1.571702426371226,2018-09-14,2018,14,-0.45627562587475307,EB,2018-09-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
DB-1081,-0.22249788241576718,-0.18384717726036204,2018-09-14,2018,14,-0.2438057158041582,DB,2018-09-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
DB-1082,-0.3580510863678018,1.5509718841282178,2018-09-14,2018,14,0.15078126004123227,DB,2018-09-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
EB-1131,-0.22195349203844977,0.16311663501735396,2018-09-14,2018,14,-0.12515368810239744,EB,2018-09-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
EB-1133,0.1863392909496063,1.5509718841282178,2018-09-14,2018,14,0.9391668261658885,EB,2018-09-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
HB-1176,-0.38581499561098964,-1.22473861409351,2018-09-27,2018,27,-0.6456458388578955,HB,2018-09-24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
CB-1162,-0.8207829070875987,0.51008044729507,2018-09-27,2018,27,-0.6139527390996843,CB,2018-09-24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
EB-1134,1.5745347531089968,-0.877774801815794,2018-09-27,2018,27,0.30057451760491694,EB,2018-09-24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
MB-1034,0.3218924949016409,-0.18384717726036204,2018-09-27,2018,27,0.15038706725816994,MB,2018-09-24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
EB-1137,3.262144922792962,0.857044259572786,2018-10-07,2018,7,4.14789608029324,EB,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RO-1003,-0.6460335959687107,1.5509718841282178,2018-10-07,2018,7,-0.26627470443871093,RO,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BX-1013,-0.7941077785990457,-0.18384717726036204,2018-10-07,2018,7,-0.6577081380196027,BX,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RC-1052,1.138478060877753,1.5509718841282178,2018-10-07,2018,7,2.318053181317912,RC,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EB-1137,3.262144922792962,0.857044259572786,2018-10-07,2018,7,4.14789608029324,EB,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EB-1131,-0.22195349203844977,0.857044259572786,2018-10-07,2018,7,0.11136198173499945,EB,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
HB-1174,-0.8322151050112643,-1.22473861409351,2018-10-07,2018,7,-0.7749410717023392,HB,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
