PRODUCTID,PRICE_UNITARIO,QUANTITY,DELIVERYDATE,PRICE,ANIO,MES,DIA,INGRESO_TOTAL,PRODCATEGORYID,SHORT_DESCR_CAT,SEMANA,DIA_SEMANA,QUANTITY_LAG_1,QUANTITY_LAG_7,QUANTITY_ROLLING_3,QUANTITY_ROLLING_7
CB-1163,288,5,2019-03-19,288,2019,3,19,1440,CB,Cruiser,2019-03-18,Tuesday,10.0,7.0,6.0,4.428571428571429
CB-1163,288,10,2019-03-20,288,2019,3,20,2880,CB,Cruiser,2019-03-18,Wednesday,5.0,2.0,8.333333333333334,5.571428571428571
CB-1163,288,5,2019-04-02,288,2019,4,2,1440,CB,Cruiser,2019-04-01,Tuesday,10.0,7.0,6.666666666666667,5.285714285714286
CB-1163,288,3,2019-04-07,288,2019,4,7,864,CB,Cruiser,2019-04-01,Sunday,5.0,1.0,6.0,5.571428571428571
CB-1163,288,8,2019-04-08,288,2019,4,8,2304,CB,Cruiser,2019-04-08,Monday,3.0,3.0,5.333333333333333,6.285714285714286
CB-1163,288,7,2019-04-08,288,2019,4,8,2016,CB,Cruiser,2019-04-08,Monday,8.0,3.0,6.0,6.857142857142857
CB-1163,288,5,2019-04-15,288,2019,4,15,1440,CB,Cruiser,2019-04-15,Monday,7.0,10.0,6.666666666666667,6.142857142857143
CB-1163,288,1,2019-04-15,288,2019,4,15,288,CB,Cruiser,2019-04-15,Monday,5.0,5.0,4.333333333333333,5.571428571428571
CB-1163,288,8,2019-04-16,288,2019,4,16,2304,CB,Cruiser,2019-04-15,Tuesday,1.0,10.0,4.666666666666667,5.285714285714286
CB-1163,288,10,2019-04-22,288,2019,4,22,2880,CB,Cruiser,2019-04-22,Monday,8.0,5.0,6.333333333333333,6.0
CB-1163,288,1,2019-04-27,288,2019,4,27,288,CB,Cruiser,2019-04-22,Saturday,10.0,3.0,6.333333333333333,5.714285714285714
CB-1163,288,6,2019-05-10,288,2019,5,10,1728,CB,Cruiser,2019-05-06,Friday,1.0,8.0,5.666666666666667,5.428571428571429
CB-1163,288,1,2019-05-12,288,2019,5,12,288,CB,Cruiser,2019-05-06,Sunday,6.0,7.0,2.6666666666666665,4.571428571428571
CB-1163,288,6,2019-05-31,288,2019,5,31,1728,CB,Cruiser,2019-05-27,Friday,1.0,5.0,4.333333333333333,4.714285714285714
CB-1163,288,8,2019-06-13,288,2019,6,13,2304,CB,Cruiser,2019-06-10,Thursday,6.0,1.0,5.0,5.714285714285714
CB-1163,288,4,2019-06-17,288,2019,6,17,1152,CB,Cruiser,2019-06-17,Monday,8.0,8.0,6.0,5.142857142857143
CB-1163,288,2,2019-06-17,288,2019,6,17,576,CB,Cruiser,2019-06-17,Monday,4.0,10.0,4.666666666666667,4.0
CB-1163,288,7,2019-06-19,288,2019,6,19,2016,CB,Cruiser,2019-06-17,Wednesday,2.0,1.0,4.333333333333333,4.857142857142857
CB-1163,288,10,2019-06-28,288,2019,6,28,2880,CB,Cruiser,2019-06-24,Friday,7.0,6.0,6.333333333333333,5.428571428571429
CC-1021,1144,3,2018-02-28,1144,2018,2,28,3432,CC,Cyclo-cross Bike,2018-02-26,Wednesday,0.0,0.0,0.0,0.0
CC-1021,1144,3,2018-03-01,1144,2018,3,1,3432,CC,Cyclo-cross Bike,2018-02-26,Thursday,3.0,0.0,0.0,0.0
CC-1021,1144,4,2018-03-09,1144,2018,3,9,4576,CC,Cyclo-cross Bike,2018-03-05,Friday,3.0,0.0,3.3333333333333335,0.0
CC-1021,1144,1,2018-03-09,1144,2018,3,9,1144,CC,Cyclo-cross Bike,2018-03-05,Friday,4.0,0.0,2.6666666666666665,0.0
CC-1021,1144,3,2018-03-23,1144,2018,3,23,3432,CC,Cyclo-cross Bike,2018-03-19,Friday,1.0,0.0,2.6666666666666665,0.0
CC-1021,1144,4,2018-04-02,1144,2018,4,2,4576,CC,Cyclo-cross Bike,2018-04-02,Monday,3.0,0.0,2.6666666666666665,0.0
CC-1021,1144,2,2018-04-08,1144,2018,4,8,2288,CC,Cyclo-cross Bike,2018-04-02,Sunday,4.0,0.0,3.0,2.857142857142857
CC-1021,1144,2,2018-05-03,1144,2018,5,3,2288,CC,Cyclo-cross Bike,2018-04-30,Thursday,2.0,3.0,2.6666666666666665,2.7142857142857144
CC-1021,1144,5,2018-05-05,1144,2018,5,5,5720,CC,Cyclo-cross Bike,2018-04-30,Saturday,2.0,3.0,3.0,3.0
CC-1021,1144,5,2018-05-28,1144,2018,5,28,5720,CC,Cyclo-cross Bike,2018-05-28,Monday,5.0,4.0,4.0,3.142857142857143
CC-1021,1144,3,2018-06-01,1144,2018,6,1,3432,CC,Cyclo-cross Bike,2018-05-28,Friday,5.0,1.0,4.333333333333333,3.4285714285714284
CC-1021,1144,10,2018-07-06,1144,2018,7,6,11440,CC,Cyclo-cross Bike,2018-07-02,Friday,3.0,3.0,6.0,4.428571428571429
CC-1021,1144,1,2018-07-16,1144,2018,7,16,1144,CC,Cyclo-cross Bike,2018-07-16,Monday,10.0,4.0,4.666666666666667,4.0
CC-1021,1144,4,2018-07-31,1144,2018,7,31,4576,CC,Cyclo-cross Bike,2018-07-30,Tuesday,1.0,2.0,5.0,4.285714285714286
CC-1021,1144,8,2018-08-06,1144,2018,8,6,9152,CC,Cyclo-cross Bike,2018-08-06,Monday,4.0,2.0,4.333333333333333,5.142857142857143
CC-1021,1144,4,2018-08-09,1144,2018,8,9,4576,CC,Cyclo-cross Bike,2018-08-06,Thursday,8.0,5.0,5.333333333333333,5.0
CC-1021,1144,3,2018-08-29,1144,2018,8,29,3432,CC,Cyclo-cross Bike,2018-08-27,Wednesday,4.0,5.0,5.0,4.714285714285714
CC-1021,1144,1,2018-09-26,1144,2018,9,26,1144,CC,Cyclo-cross Bike,2018-09-24,Wednesday,3.0,3.0,2.6666666666666665,4.428571428571429
CC-1021,1144,7,2018-10-06,1144,2018,10,6,8008,CC,Cyclo-cross Bike,2018-10-01,Saturday,1.0,10.0,3.6666666666666665,4.0
CC-1021,1144,6,2018-10-07,1144,2018,10,7,6864,CC,Cyclo-cross Bike,2018-10-01,Sunday,7.0,1.0,4.666666666666667,4.714285714285714
CC-1021,1144,6,2018-10-23,1144,2018,10,23,6864,CC,Cyclo-cross Bike,2018-10-22,Tuesday,6.0,4.0,6.333333333333333,5.0
CC-1021,1144,6,2018-11-06,1144,2018,11,6,6864,CC,Cyclo-cross Bike,2018-11-05,Tuesday,6.0,8.0,6.0,4.714285714285714
CC-1021,1144,5,2018-11-14,1144,2018,11,14,5720,CC,Cyclo-cross Bike,2018-11-12,Wednesday,6.0,4.0,5.666666666666667,4.857142857142857
CC-1021,1144,2,2018-12-07,1144,2018,12,7,2288,CC,Cyclo-cross Bike,2018-12-03,Friday,5.0,3.0,4.333333333333333,4.714285714285714
CC-1021,1144,3,2018-12-23,1144,2018,12,23,3432,CC,Cyclo-cross Bike,2018-12-17,Sunday,2.0,1.0,3.3333333333333335,5.0
CC-1021,1144,9,2018-12-23,1144,2018,12,23,10296,CC,Cyclo-cross Bike,2018-12-17,Sunday,3.0,7.0,4.666666666666667,5.285714285714286
CC-1021,1144,2,2018-12-28,1144,2018,12,28,2288,CC,Cyclo-cross Bike,2018-12-24,Friday,9.0,6.0,4.666666666666667,4.714285714285714
CC-1021,1144,7,2019-01-01,1144,2019,1,1,8008,CC,Cyclo-cross Bike,2018-12-31,Tuesday,2.0,6.0,6.0,4.857142857142857
CC-1021,1144,3,2019-01-22,1144,2019,1,22,3432,CC,Cyclo-cross Bike,2019-01-21,Tuesday,7.0,6.0,4.0,4.428571428571429
CC-1021,1144,10,2019-01-22,1144,2019,1,22,11440,CC,Cyclo-cross Bike,2019-01-21,Tuesday,3.0,5.0,6.666666666666667,5.142857142857143
CC-1021,1144,5,2019-01-27,1144,2019,1,27,5720,CC,Cyclo-cross Bike,2019-01-21,Sunday,10.0,2.0,6.0,5.571428571428571
CC-1021,1144,5,2019-01-28,1144,2019,1,28,5720,CC,Cyclo-cross Bike,2019-01-28,Monday,5.0,3.0,6.666666666666667,5.857142857142857
CC-1021,1144,9,2019-02-03,1144,2019,2,3,10296,CC,Cyclo-cross Bike,2019-01-28,Sunday,5.0,9.0,6.333333333333333,5.857142857142857
CC-1021,1144,5,2019-02-18,1144,2019,2,18,5720,CC,Cyclo-cross Bike,2019-02-18,Monday,9.0,2.0,6.333333333333333,6.285714285714286
CC-1021,1144,7,2019-03-16,1144,2019,3,16,8008,CC,Cyclo-cross Bike,2019-03-11,Saturday,5.0,7.0,7.0,6.285714285714286
CC-1021,1144,4,2019-03-20,1144,2019,3,20,4576,CC,Cyclo-cross Bike,2019-03-18,Wednesday,7.0,3.0,5.333333333333333,6.428571428571429
CC-1021,1144,1,2019-04-06,1144,2019,4,6,1144,CC,Cyclo-cross Bike,2019-04-01,Saturday,4.0,10.0,4.0,5.142857142857143
CC-1021,1144,1,2019-05-08,1144,2019,5,8,1144,CC,Cyclo-cross Bike,2019-05-06,Wednesday,1.0,5.0,2.0,4.571428571428571
CC-1021,1144,1,2019-05-13,1144,2019,5,13,1144,CC,Cyclo-cross Bike,2019-05-13,Monday,1.0,5.0,1.0,4.0
CC-1021,1144,8,2019-05-15,1144,2019,5,15,9152,CC,Cyclo-cross Bike,2019-05-13,Wednesday,1.0,9.0,3.3333333333333335,3.857142857142857
CC-1021,1144,8,2019-05-20,1144,2019,5,20,9152,CC,Cyclo-cross Bike,2019-05-20,Monday,8.0,5.0,5.666666666666667,4.285714285714286
CC-1021,1144,3,2019-05-26,1144,2019,5,26,3432,CC,Cyclo-cross Bike,2019-05-20,Sunday,8.0,7.0,6.333333333333333,3.7142857142857144
CC-1021,1144,6,2019-06-05,1144,2019,6,5,6864,CC,Cyclo-cross Bike,2019-06-03,Wednesday,3.0,4.0,5.666666666666667,4.0
CC-1022,1200,6,2018-02-25,1200,2018,2,25,7200,CC,Cyclo-cross Bike,2018-02-19,Sunday,0.0,0.0,0.0,0.0
CC-1022,1200,7,2018-03-15,1200,2018,3,15,8400,CC,Cyclo-cross Bike,2018-03-12,Thursday,6.0,0.0,0.0,0.0
CC-1022,1200,9,2018-03-21,1200,2018,3,21,10800,CC,Cyclo-cross Bike,2018-03-19,Wednesday,7.0,0.0,7.333333333333333,0.0
CC-1022,1200,9,2018-04-02,1200,2018,4,2,10800,CC,Cyclo-cross Bike,2018-04-02,Monday,9.0,0.0,8.333333333333334,0.0
CC-1022,1200,9,2018-04-02,1200,2018,4,2,10800,CC,Cyclo-cross Bike,2018-04-02,Monday,9.0,0.0,9.0,0.0
CC-1022,1200,5,2018-05-04,1200,2018,5,4,6000,CC,Cyclo-cross Bike,2018-04-30,Friday,9.0,0.0,7.666666666666667,0.0
CC-1022,1200,3,2018-06-01,1200,2018,6,1,3600,CC,Cyclo-cross Bike,2018-05-28,Friday,5.0,0.0,5.666666666666667,6.857142857142857
CC-1022,1200,7,2018-06-22,1200,2018,6,22,8400,CC,Cyclo-cross Bike,2018-06-18,Friday,3.0,6.0,5.0,7.0
CC-1022,1200,6,2018-07-03,1200,2018,7,3,7200,CC,Cyclo-cross Bike,2018-07-02,Tuesday,7.0,7.0,5.333333333333333,6.857142857142857
CC-1022,1200,5,2018-07-13,1200,2018,7,13,6000,CC,Cyclo-cross Bike,2018-07-09,Friday,6.0,9.0,6.0,6.285714285714286
CC-1022,1200,4,2018-07-18,1200,2018,7,18,4800,CC,Cyclo-cross Bike,2018-07-16,Wednesday,5.0,9.0,5.0,5.571428571428571
CC-1022,1200,8,2018-07-29,1200,2018,7,29,9600,CC,Cyclo-cross Bike,2018-07-23,Sunday,4.0,9.0,5.666666666666667,5.428571428571429
CC-1022,1200,6,2018-08-08,1200,2018,8,8,7200,CC,Cyclo-cross Bike,2018-08-06,Wednesday,8.0,5.0,6.0,5.571428571428571
CC-1022,1200,6,2018-08-09,1200,2018,8,9,7200,CC,Cyclo-cross Bike,2018-08-06,Thursday,6.0,3.0,6.666666666666667,6.0
CC-1022,1200,8,2018-08-10,1200,2018,8,10,9600,CC,Cyclo-cross Bike,2018-08-06,Friday,6.0,7.0,6.666666666666667,6.142857142857143
CC-1022,1200,8,2018-09-20,1200,2018,9,20,9600,CC,Cyclo-cross Bike,2018-09-17,Thursday,8.0,6.0,7.333333333333333,6.428571428571429
CC-1022,1200,3,2018-09-30,1200,2018,9,30,3600,CC,Cyclo-cross Bike,2018-09-24,Sunday,8.0,5.0,6.333333333333333,6.142857142857143
CC-1022,1200,9,2018-10-20,1200,2018,10,20,10800,CC,Cyclo-cross Bike,2018-10-15,Saturday,3.0,4.0,6.666666666666667,6.857142857142857
CC-1022,1200,7,2018-11-27,1200,2018,11,27,8400,CC,Cyclo-cross Bike,2018-11-26,Tuesday,9.0,8.0,6.333333333333333,6.714285714285714
CC-1022,1200,8,2018-12-05,1200,2018,12,5,9600,CC,Cyclo-cross Bike,2018-12-03,Wednesday,7.0,6.0,8.0,7.0
CC-1022,1200,8,2019-01-25,1200,2019,1,25,9600,CC,Cyclo-cross Bike,2019-01-21,Friday,8.0,6.0,7.666666666666667,7.285714285714286
CC-1022,1200,6,2019-01-28,1200,2019,1,28,7200,CC,Cyclo-cross Bike,2019-01-28,Monday,8.0,8.0,7.333333333333333,7.0
CC-1022,1200,9,2019-02-03,1200,2019,2,3,10800,CC,Cyclo-cross Bike,2019-01-28,Sunday,6.0,8.0,7.666666666666667,7.142857142857143
CC-1022,1200,1,2019-03-02,1200,2019,3,2,1200,CC,Cyclo-cross Bike,2019-02-25,Saturday,9.0,3.0,5.333333333333333,6.857142857142857
CC-1022,1200,1,2019-03-04,1200,2019,3,4,1200,CC,Cyclo-cross Bike,2019-03-04,Monday,1.0,9.0,3.6666666666666665,5.714285714285714
CC-1022,1200,10,2019-03-05,1200,2019,3,5,12000,CC,Cyclo-cross Bike,2019-03-04,Tuesday,1.0,7.0,4.0,6.142857142857143
CC-1022,1200,3,2019-03-09,1200,2019,3,9,3600,CC,Cyclo-cross Bike,2019-03-04,Saturday,10.0,8.0,4.666666666666667,5.428571428571429
CC-1022,1200,5,2019-03-11,1200,2019,3,11,6000,CC,Cyclo-cross Bike,2019-03-11,Monday,3.0,8.0,6.0,5.0
CC-1022,1200,7,2019-03-19,1200,2019,3,19,8400,CC,Cyclo-cross Bike,2019-03-18,Tuesday,5.0,6.0,5.0,5.142857142857143
CC-1022,1200,6,2019-04-06,1200,2019,4,6,7200,CC,Cyclo-cross Bike,2019-04-01,Saturday,7.0,9.0,6.0,4.714285714285714
CC-1022,1200,1,2019-05-10,1200,2019,5,10,1200,CC,Cyclo-cross Bike,2019-05-06,Friday,6.0,1.0,4.666666666666667,4.714285714285714
CC-1022,1200,2,2019-05-13,1200,2019,5,13,2400,CC,Cyclo-cross Bike,2019-05-13,Monday,1.0,1.0,3.0,4.857142857142857
CC-1022,1200,3,2019-05-24,1200,2019,5,24,3600,CC,Cyclo-cross Bike,2019-05-20,Friday,2.0,10.0,2.0,3.857142857142857
CC-1022,1200,8,2019-05-30,1200,2019,5,30,9600,CC,Cyclo-cross Bike,2019-05-27,Thursday,3.0,3.0,4.333333333333333,4.571428571428571
CC-1022,1200,8,2019-05-31,1200,2019,5,31,9600,CC,Cyclo-cross Bike,2019-05-27,Friday,8.0,5.0,6.333333333333333,5.0
CC-1022,1200,1,2019-05-31,1200,2019,5,31,1200,CC,Cyclo-cross Bike,2019-05-27,Friday,8.0,7.0,5.666666666666667,4.142857142857143
CC-1022,1200,4,2019-06-03,1200,2019,6,3,4800,CC,Cyclo-cross Bike,2019-06-03,Monday,1.0,6.0,4.333333333333333,3.857142857142857
CC-1022,1200,7,2019-06-05,1200,2019,6,5,8400,CC,Cyclo-cross Bike,2019-06-03,Wednesday,4.0,1.0,4.0,4.714285714285714
CC-1022,1200,7,2019-06-13,1200,2019,6,13,8400,CC,Cyclo-cross Bike,2019-06-10,Thursday,7.0,2.0,6.0,5.428571428571429
CC-1022,1200,3,2019-06-19,1200,2019,6,19,3600,CC,Cyclo-cross Bike,2019-06-17,Wednesday,7.0,3.0,5.666666666666667,5.428571428571429
CC-1022,1200,3,2019-06-27,1200,2019,6,27,3600,CC,Cyclo-cross Bike,2019-06-24,Thursday,3.0,8.0,4.333333333333333,4.714285714285714
CC-1023,1361,10,2018-02-25,1361,2018,2,25,13610,CC,Cyclo-cross Bike,2018-02-19,Sunday,0.0,0.0,0.0,0.0
CC-1023,1361,3,2018-03-21,1361,2018,3,21,4083,CC,Cyclo-cross Bike,2018-03-19,Wednesday,10.0,0.0,0.0,0.0
CC-1023,1361,8,2018-03-22,1361,2018,3,22,10888,CC,Cyclo-cross Bike,2018-03-19,Thursday,3.0,0.0,7.0,0.0
CC-1023,1361,8,2018-03-30,1361,2018,3,30,10888,CC,Cyclo-cross Bike,2018-03-26,Friday,8.0,0.0,6.333333333333333,0.0
CC-1023,1361,10,2018-04-02,1361,2018,4,2,13610,CC,Cyclo-cross Bike,2018-04-02,Monday,8.0,0.0,8.666666666666666,0.0
CC-1023,1361,10,2018-04-02,1361,2018,4,2,13610,CC,Cyclo-cross Bike,2018-04-02,Monday,10.0,0.0,9.333333333333334,0.0
CC-1023,1361,4,2018-04-02,1361,2018,4,2,5444,CC,Cyclo-cross Bike,2018-04-02,Monday,10.0,0.0,8.0,7.571428571428571
CC-1023,1361,1,2018-04-12,1361,2018,4,12,1361,CC,Cyclo-cross Bike,2018-04-09,Thursday,4.0,10.0,5.0,6.285714285714286
CC-1023,1361,4,2018-05-29,1361,2018,5,29,5444,CC,Cyclo-cross Bike,2018-05-28,Tuesday,1.0,3.0,3.0,6.428571428571429
CC-1023,1361,4,2018-06-12,1361,2018,6,12,5444,CC,Cyclo-cross Bike,2018-06-11,Tuesday,4.0,8.0,3.0,5.857142857142857
CC-1023,1361,7,2018-06-21,1361,2018,6,21,9527,CC,Cyclo-cross Bike,2018-06-18,Thursday,4.0,8.0,5.0,5.714285714285714
CC-1023,1361,9,2018-06-21,1361,2018,6,21,12249,CC,Cyclo-cross Bike,2018-06-18,Thursday,7.0,10.0,6.666666666666667,5.571428571428571
CC-1023,1361,6,2018-07-06,1361,2018,7,6,8166,CC,Cyclo-cross Bike,2018-07-02,Friday,9.0,10.0,7.333333333333333,5.0
CC-1023,1361,8,2018-07-09,1361,2018,7,9,10888,CC,Cyclo-cross Bike,2018-07-09,Monday,6.0,4.0,7.666666666666667,5.571428571428571
CC-1023,1361,10,2018-07-09,1361,2018,7,9,13610,CC,Cyclo-cross Bike,2018-07-09,Monday,8.0,1.0,8.0,6.857142857142857
CC-1023,1361,8,2018-07-16,1361,2018,7,16,10888,CC,Cyclo-cross Bike,2018-07-16,Monday,10.0,4.0,8.666666666666666,7.428571428571429
CC-1023,1361,8,2018-07-20,1361,2018,7,20,10888,CC,Cyclo-cross Bike,2018-07-16,Friday,8.0,4.0,8.666666666666666,8.0
CC-1023,1361,1,2018-08-01,1361,2018,8,1,1361,CC,Cyclo-cross Bike,2018-07-30,Wednesday,8.0,7.0,5.666666666666667,7.142857142857143
CC-1023,1361,7,2018-08-06,1361,2018,8,6,9527,CC,Cyclo-cross Bike,2018-08-06,Monday,1.0,9.0,5.333333333333333,6.857142857142857
CC-1023,1361,1,2018-08-08,1361,2018,8,8,1361,CC,Cyclo-cross Bike,2018-08-06,Wednesday,7.0,6.0,3.0,6.142857142857143
CC-1023,1361,10,2018-08-23,1361,2018,8,23,13610,CC,Cyclo-cross Bike,2018-08-20,Thursday,1.0,8.0,6.0,6.428571428571429
CC-1023,1361,2,2018-08-29,1361,2018,8,29,2722,CC,Cyclo-cross Bike,2018-08-27,Wednesday,10.0,10.0,4.333333333333333,5.285714285714286
CC-1023,1361,10,2018-09-17,1361,2018,9,17,13610,CC,Cyclo-cross Bike,2018-09-17,Monday,2.0,8.0,7.333333333333333,5.571428571428571
CC-1023,1361,5,2018-09-17,1361,2018,9,17,6805,CC,Cyclo-cross Bike,2018-09-17,Monday,10.0,8.0,5.666666666666667,5.142857142857143
CC-1023,1361,2,2018-09-26,1361,2018,9,26,2722,CC,Cyclo-cross Bike,2018-09-24,Wednesday,5.0,1.0,5.666666666666667,5.285714285714286
CC-1023,1361,6,2018-10-14,1361,2018,10,14,8166,CC,Cyclo-cross Bike,2018-10-08,Sunday,2.0,7.0,4.333333333333333,5.142857142857143
CC-1023,1361,7,2018-10-16,1361,2018,10,16,9527,CC,Cyclo-cross Bike,2018-10-15,Tuesday,6.0,1.0,5.0,6.0
CC-1023,1361,9,2018-10-28,1361,2018,10,28,12249,CC,Cyclo-cross Bike,2018-10-22,Sunday,7.0,10.0,7.333333333333333,5.857142857142857
CC-1023,1361,8,2018-11-03,1361,2018,11,3,10888,CC,Cyclo-cross Bike,2018-10-29,Saturday,9.0,2.0,8.0,6.714285714285714
CC-1023,1361,7,2018-11-06,1361,2018,11,6,9527,CC,Cyclo-cross Bike,2018-11-05,Tuesday,8.0,10.0,8.0,6.285714285714286
CC-1023,1361,3,2018-11-07,1361,2018,11,7,4083,CC,Cyclo-cross Bike,2018-11-05,Wednesday,7.0,5.0,6.0,6.0
CC-1023,1361,10,2018-11-08,1361,2018,11,8,13610,CC,Cyclo-cross Bike,2018-11-05,Thursday,3.0,2.0,6.666666666666667,7.142857142857143
CC-1023,1361,9,2018-11-08,1361,2018,11,8,12249,CC,Cyclo-cross Bike,2018-11-05,Thursday,10.0,6.0,7.333333333333333,7.571428571428571
CC-1023,1361,4,2018-11-14,1361,2018,11,14,5444,CC,Cyclo-cross Bike,2018-11-12,Wednesday,9.0,7.0,7.666666666666667,7.142857142857143
CC-1023,1361,9,2018-11-26,1361,2018,11,26,12249,CC,Cyclo-cross Bike,2018-11-26,Monday,4.0,9.0,7.333333333333333,7.142857142857143
CC-1023,1361,10,2018-12-03,1361,2018,12,3,13610,CC,Cyclo-cross Bike,2018-12-03,Monday,9.0,8.0,7.666666666666667,7.428571428571429
CC-1023,1361,5,2018-12-14,1361,2018,12,14,6805,CC,Cyclo-cross Bike,2018-12-10,Friday,10.0,7.0,8.0,7.142857142857143
CC-1023,1361,9,2018-12-19,1361,2018,12,19,12249,CC,Cyclo-cross Bike,2018-12-17,Wednesday,5.0,3.0,8.0,8.0
CC-1023,1361,7,2018-12-27,1361,2018,12,27,9527,CC,Cyclo-cross Bike,2018-12-24,Thursday,9.0,10.0,7.0,7.571428571428571
CC-1023,1361,1,2019-01-17,1361,2019,1,17,1361,CC,Cyclo-cross Bike,2019-01-14,Thursday,7.0,9.0,5.666666666666667,6.428571428571429
CC-1023,1361,4,2019-01-20,1361,2019,1,20,5444,CC,Cyclo-cross Bike,2019-01-14,Sunday,1.0,4.0,4.0,6.428571428571429
CC-1023,1361,3,2019-01-22,1361,2019,1,22,4083,CC,Cyclo-cross Bike,2019-01-21,Tuesday,4.0,9.0,2.6666666666666665,5.571428571428571
CC-1023,1361,3,2019-01-22,1361,2019,1,22,4083,CC,Cyclo-cross Bike,2019-01-21,Tuesday,3.0,10.0,3.3333333333333335,4.571428571428571
CC-1023,1361,5,2019-02-02,1361,2019,2,2,6805,CC,Cyclo-cross Bike,2019-01-28,Saturday,3.0,5.0,3.6666666666666665,4.571428571428571
CC-1023,1361,2,2019-02-05,1361,2019,2,5,2722,CC,Cyclo-cross Bike,2019-02-04,Tuesday,5.0,9.0,3.3333333333333335,3.5714285714285716
CC-1023,1361,10,2019-02-13,1361,2019,2,13,13610,CC,Cyclo-cross Bike,2019-02-11,Wednesday,2.0,7.0,5.666666666666667,4.0
CC-1023,1361,1,2019-02-13,1361,2019,2,13,1361,CC,Cyclo-cross Bike,2019-02-11,Wednesday,10.0,1.0,4.333333333333333,4.0
CC-1023,1361,10,2019-03-02,1361,2019,3,2,13610,CC,Cyclo-cross Bike,2019-02-25,Saturday,1.0,4.0,7.0,4.857142857142857
CC-1023,1361,10,2019-03-09,1361,2019,3,9,13610,CC,Cyclo-cross Bike,2019-03-04,Saturday,10.0,3.0,7.0,5.857142857142857
CC-1023,1361,5,2019-03-10,1361,2019,3,10,6805,CC,Cyclo-cross Bike,2019-03-04,Sunday,10.0,3.0,8.333333333333334,6.142857142857143
CC-1023,1361,2,2019-03-12,1361,2019,3,12,2722,CC,Cyclo-cross Bike,2019-03-11,Tuesday,5.0,5.0,5.666666666666667,5.714285714285714
CC-1023,1361,6,2019-03-16,1361,2019,3,16,8166,CC,Cyclo-cross Bike,2019-03-11,Saturday,2.0,2.0,4.333333333333333,6.285714285714286
CC-1023,1361,5,2019-03-16,1361,2019,3,16,6805,CC,Cyclo-cross Bike,2019-03-11,Saturday,6.0,10.0,4.333333333333333,5.571428571428571
CC-1023,1361,7,2019-04-02,1361,2019,4,2,9527,CC,Cyclo-cross Bike,2019-04-01,Tuesday,5.0,1.0,6.0,6.428571428571429
CC-1023,1361,3,2019-04-16,1361,2019,4,16,4083,CC,Cyclo-cross Bike,2019-04-15,Tuesday,7.0,10.0,5.0,5.428571428571429
CC-1023,1361,1,2019-04-16,1361,2019,4,16,1361,CC,Cyclo-cross Bike,2019-04-15,Tuesday,3.0,10.0,3.6666666666666665,4.142857142857143
CC-1023,1361,7,2019-04-23,1361,2019,4,23,9527,CC,Cyclo-cross Bike,2019-04-22,Tuesday,1.0,5.0,3.6666666666666665,4.428571428571429
CC-1023,1361,9,2019-04-23,1361,2019,4,23,12249,CC,Cyclo-cross Bike,2019-04-22,Tuesday,7.0,2.0,5.666666666666667,5.428571428571429
CC-1023,1361,9,2019-04-27,1361,2019,4,27,12249,CC,Cyclo-cross Bike,2019-04-22,Saturday,9.0,6.0,8.333333333333334,5.857142857142857
CC-1023,1361,2,2019-05-08,1361,2019,5,8,2722,CC,Cyclo-cross Bike,2019-05-06,Wednesday,9.0,5.0,6.666666666666667,5.428571428571429
CC-1023,1361,8,2019-05-19,1361,2019,5,19,10888,CC,Cyclo-cross Bike,2019-05-13,Sunday,2.0,7.0,6.333333333333333,5.571428571428571
CC-1023,1361,7,2019-05-24,1361,2019,5,24,9527,CC,Cyclo-cross Bike,2019-05-20,Friday,8.0,3.0,5.666666666666667,6.142857142857143
CC-1023,1361,1,2019-05-31,1361,2019,5,31,1361,CC,Cyclo-cross Bike,2019-05-27,Friday,7.0,1.0,5.333333333333333,6.142857142857143
CC-1023,1361,4,2019-06-03,1361,2019,6,3,5444,CC,Cyclo-cross Bike,2019-06-03,Monday,1.0,7.0,4.0,5.714285714285714
CC-1023,1361,9,2019-06-13,1361,2019,6,13,12249,CC,Cyclo-cross Bike,2019-06-10,Thursday,4.0,9.0,4.666666666666667,5.714285714285714
CC-1023,1361,8,2019-06-17,1361,2019,6,17,10888,CC,Cyclo-cross Bike,2019-06-17,Monday,9.0,9.0,7.0,5.571428571428571
CC-1023,1361,7,2019-06-21,1361,2019,6,21,9527,CC,Cyclo-cross Bike,2019-06-17,Friday,8.0,2.0,8.0,6.285714285714286
CC-1023,1361,10,2019-06-21,1361,2019,6,21,13610,CC,Cyclo-cross Bike,2019-06-17,Friday,7.0,8.0,8.333333333333334,6.571428571428571
CC-1023,1361,7,2019-06-27,1361,2019,6,27,9527,CC,Cyclo-cross Bike,2019-06-24,Thursday,10.0,7.0,8.0,6.571428571428571
DB-1081,1499,7,2018-03-05,1499,2018,3,5,10493,DB,Downhill Bike,2018-03-05,Monday,0.0,0.0,0.0,0.0
DB-1081,1499,3,2018-03-09,1499,2018,3,9,4497,DB,Downhill Bike,2018-03-05,Friday,7.0,0.0,0.0,0.0
DB-1081,1499,10,2018-03-09,1499,2018,3,9,14990,DB,Downhill Bike,2018-03-05,Friday,3.0,0.0,6.666666666666667,0.0
DB-1081,1499,10,2018-03-15,1499,2018,3,15,14990,DB,Downhill Bike,2018-03-12,Thursday,10.0,0.0,7.666666666666667,0.0
