PRODUCTID,PRICE_UNITARIO,ANIO,INGRESO_TOTAL,PRODCATEGORYID,SEMANA,DIA_SEMANA_Monday,DIA_SEMANA_Saturday,DIA_SEMANA_Sunday,DIA_SEMANA_Thursday,DIA_SEMANA_Tuesday,DIA_SEMANA_Wednesday,MES_10,MES_11,MES_12,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,SHORT_DESCR_CAT_Cruiser,SHORT_DESCR_CAT_Cyclo-cross Bike,SHORT_DESCR_CAT_Downhill Bike,SHORT_DESCR_CAT_Hybrid Bike,SHORT_DESCR_CAT_Mountain Bike,SHORT_DESCR_CAT_Racing Bike,SHORT_DESCR_CAT_Road Bike,SHORT_DESCR_CAT_eBike,DIA_SIN,DIA_COS,MES_SIN,MES_COS,DIA_ANIO_SIN,DIA_ANIO_COS,REAL_QUANTITY,PREDICTED_QUANTITY,ERROR_ABSOLUTO
CB-1161,-0.8213272974649161,2019,-0.6459611930843454,CB,2019-04-22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.5712682150947924,0.8207634412072763,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132,0.1631166350173539,0.1422904,0.02082623653884591
HB-1174,-0.8322151050112643,2018,-0.5359025680533434,HB,2018-06-11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,0.24702218048093552,-0.9690098257244062,1.5509718841282178,1.5303484,0.020623463985090407
HB-1174,-0.8322151050112643,2018,-0.5359025680533434,HB,2018-06-18,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,0.23030567023061221,-0.9731183372332619,1.5509718841282178,1.5303484,0.020623463985090407
EB-1134,1.5745347531089968,2018,1.057424661084587,EB,2018-06-04,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.9987165071710528,-0.05064916883871264,1.2246467991473532e-16,-1.0,0.39359027665646673,-0.9192859697186104,-0.183847177260362,-0.20379983,0.01995265162662377
DB-1083,-0.3858149956109896,2018,-0.3620635507228566,DB,2018-05-07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.7907757369376989,-0.6121059825476626,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,-0.183847177260362,-0.20353754,0.019690361387289662
BX-1012,-0.8213272974649161,2018,-0.6774177771727191,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29936312297335804,-0.9541392564000488,-2.4492935982947064e-16,1.0,-0.2884824328806098,0.9574851883550389,-0.183847177260362,-0.16482832,0.019018861883126598
RO-1001,-0.7527341099229227,2019,-0.5449690020637769,RO,2019-05-06,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.7907757369376989,-0.6121059825476626,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,0.51008044729507,0.49130368,0.018776764967799453
HB-1174,-0.8322151050112643,2019,-0.5359025680533434,HB,2019-01-28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.39435585511331855,0.9189578116202306,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,1.5509718841282178,1.5322183,0.018753547069196852
CB-1161,-0.8213272974649161,2018,-0.6145046089959716,CB,2018-07-02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.9987165071710528,-0.05064916883871264,-0.4999999999999997,-0.8660254037844388,-0.11165900712169444,-0.9937465804361781,0.51008044729507,0.49210578,0.01797466526305702
HB-1176,-0.3858149956109896,2018,-0.2675361213445104,HB,2018-08-06,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7907757369376989,-0.6121059825476626,-0.8660254037844385,-0.5000000000000004,-0.6420547132365636,-0.7666588193001592,0.1631166350173539,0.18094419,0.017827554411929236
HB-1174,-0.8322151050112643,2018,-0.5359025680533434,HB,2018-06-11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,0.3294084822245304,-0.9441875088341993,1.5509718841282178,1.53315,0.017821926471357497
RC-1054,1.955063626853865,2019,1.7664986392571027,RC,2019-04-22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998,0.9033558023246845,-0.4288919379124835,0.1631166350173539,0.18084297,0.01772633082393943
RO-1003,-0.6460335959687107,2019,-0.436802502391474,RO,2018-12-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,0.51008044729507,0.49250624,0.01757421145713356
CC-1022,-0.3852706052336722,2018,-0.2670630900048356,CC,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.9680771188662043,-0.2506525322587204,-0.8660254037844385,-0.5000000000000004,-0.6152845999633277,-0.7883050558305253,0.1631166350173539,0.1806855,0.01756887025360404
MB-1032,-0.3313759578792488,2018,0.1894121527813404,MB,2018-06-25,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.72479278722912,0.6889669190756865,1.2246467991473532e-16,-1.0,0.07738647923346301,-0.9970011699250151,1.5509718841282178,1.5682381,0.017266255024309007
HB-1173,-0.6852297031355641,2018,-0.5788695814071371,HB,2018-06-18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.9680771188662041,-0.2506525322587213,1.2246467991473532e-16,-1.0,0.16280701293851715,-0.986657932891657,-0.183847177260362,-0.20050779,0.016660612589872975
MB-1032,-0.3313759578792488,2019,-0.3226442724166238,MB,2019-01-14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393,-0.183847177260362,-0.20043851,0.016591337091482777
MB-1031,-0.6852297031355641,2018,-0.5788695814071371,MB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5712682150947923,0.8207634412072763,-2.4492935982947064e-16,1.0,-0.4635502709028512,0.8860706215341378,-0.183847177260362,-0.19996776,0.016120579607046742
MB-1034,0.3218924949016409,2019,1.135474832130928,MB,2019-04-29,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.3943558551133187,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.8880573226294932,-0.45973273945210397,1.5509718841282178,1.5348967,0.0160751527515699
MB-1031,-0.6852297031355641,2019,-0.5788695814071371,MB,2019-01-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,-0.183847177260362,-0.19992004,0.016072866088904042
HB-1174,-0.8322151050112643,2019,-0.7749410717023392,HB,2019-01-21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876,-1.22473861409351,-1.2087877,0.015950934421268714
HB-1172,-0.6035711465379529,2019,-0.2677726370143478,HB,2019-06-10,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,0.26366549272800704,-0.9646141756912435,1.204008071850502,1.1881708,0.015837281178199714
EB-1131,-0.2219534920384497,2019,-0.0068958531836989,EB,2019-02-25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.39435585511331855,0.9189578116202306,1.0,6.123233995736766e-17,0.8674563547295969,0.49751328890718066,0.51008044729507,0.52590024,0.01581979741775963
RC-1057,1.682868438195161,2019,1.529982969419706,RC,2019-03-04,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8978045395707416,-0.4403941515576344,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,0.1631166350173539,0.14759478,0.015521855287510766
BX-1011,-0.9029858540625272,2018,-0.6972850934390605,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29936312297335804,-0.9541392564000488,-2.4492935982947064e-16,1.0,-0.2884824328806098,0.9574851883550389,0.51008044729507,0.5255677,0.015487263104557725
DB-1082,-0.3580510863678018,2019,0.1507812600412322,DB,2019-06-17,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.7907757369376986,-0.6121059825476627,1.2246467991473532e-16,-1.0,0.19667288979357647,-0.980469160361632,1.5509718841282178,1.5664495,0.015477638843889086
BX-1013,-0.7941077785990457,2019,-0.4807155784246174,BX,2019-03-04,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9680771188662043,-0.2506525322587204,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,1.5509718841282178,1.535554,0.015417832728986891
HB-1173,-0.6852297031355641,2019,-0.5788695814071371,HB,2019-01-14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.651372482722222,-0.7587581226927911,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753,-0.183847177260362,-0.199136,0.015288826591528554
EB-1131,-0.2219534920384497,2019,-0.0068958531836989,EB,2019-06-17,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,0.24702218048093552,-0.9690098257244062,0.51008044729507,0.52533674,0.015256295106053086
EB-1134,1.5745347531089968,2019,1.814274804564257,EB,2019-02-11,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.48530196253108104,-0.8743466161445821,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,0.51008044729507,0.49486634,0.015214105942607192
HB-1174,-0.8322151050112643,2018,-0.8048208846584636,HB,2018-07-23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,-0.455906693508459,-0.8900275764346766,-1.571702426371226,-1.5866681,0.014965707364430703
HB-1174,-0.8322151050112643,2018,-0.7151814457900901,HB,2018-10-15,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.10116832198743204,-0.9948693233918952,-0.8660254037844386,0.5000000000000001,-0.965739937654855,0.25951179706979943,-0.530810989538078,-0.51591575,0.014895238080863682
RC-1054,1.955063626853865,2019,2.2000318620690518,RC,2019-05-06,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.7907757369376989,-0.6121059825476626,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,0.51008044729507,0.49522915,0.01485129246985939
RC-1052,1.138478060877753,2018,1.372227017638162,RC,2018-02-19,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.9377521321470804,0.3473052528448203,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,0.51008044729507,0.52489793,0.01481748571121666
EB-1135,0.5946320739376624,2019,0.8209089912471901,EB,2019-03-04,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,0.51008044729507,0.523855,0.013774523636936875
RC-1052,1.138478060877753,2018,2.0027777934246624,RC,2018-02-26,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.20129852008866006,0.9795299412524945,1.0,6.123233995736766e-17,0.8587639582758029,0.5123714121284237,1.204008071850502,1.1903864,0.013621657322608893
CC-1022,-0.3852706052336722,2019,-0.1724568220698768,CC,2019-03-18,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.651372482722222,-0.7587581226927911,1.0,6.123233995736766e-17,0.9741004551724205,0.22611568550828828,0.51008044729507,0.52358794,0.013507494828343125
EB-1132,-0.0041973411114865,2019,0.2138521053312047,EB,2019-04-22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998,0.9033558023246845,-0.4288919379124835,0.51008044729507,0.52353984,0.013459393880009385
HB-1176,-0.3858149956109896,2019,-0.2675361213445104,HB,2019-04-15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.10116832198743272,-0.994869323391895,0.8660254037844387,-0.4999999999999998,0.9721181966290613,-0.23449138957040985,0.1631166350173539,0.17648156,0.013364924855273352
CB-1163,-0.8817546293471484,2018,-0.7438786803970276,CB,2018-08-06,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.9987165071710528,-0.05064916883871264,-0.8660254037844385,-0.5000000000000004,-0.6016240632249227,-0.7987793728863648,-0.530810989538078,-0.54415756,0.013346575101967129
MB-1034,0.3218924949016409,2018,0.7414397261818247,MB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536,0.857044259572786,0.8438792,0.013165036702912913
EB-1133,0.1863392909496063,2018,-0.3025404404804451,EB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536,-0.877774801815794,-0.8908482,0.013073417578889801
BX-1011,-0.9029858540625272,2018,-0.7758082958250763,BX,2018-07-30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.20129852008866006,0.9795299412524945,-0.8660254037844385,-0.5000000000000004,-0.5012418134457756,-0.8653072543632061,-0.877774801815794,-0.89075065,0.012975844775392487
HB-1175,-0.5491321088062121,2018,-0.4094455232469485,HB,2018-06-25,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.72479278722912,0.6889669190756865,1.2246467991473532e-16,-1.0,0.07738647923346301,-0.9970011699250151,0.1631166350173539,0.17601974,0.012903108067553626
CC-1021,-0.415756466363447,2019,-0.3837441537912847,CC,2019-02-18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.4853019625310808,-0.8743466161445822,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,-0.183847177260362,-0.1967127,0.012865525252379079
EB-1133,0.1863392909496063,2019,0.5843933214097932,EB,2019-05-06,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.9987165071710528,-0.05064916883871264,0.49999999999999994,-0.8660254037844387,0.8064799463209448,-0.5912614448635781,0.857044259572786,0.84418225,0.012862006688874827
HB-1174,-0.8322151050112643,2018,-0.7450612587462146,HB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9987165071710528,-0.05064916883871264,-2.4492935982947064e-16,1.0,-0.38566340624360745,0.9226395488404875,-0.877774801815794,-0.865005,0.01276978548888974
RO-1001,-0.7527341099229227,2018,-0.7105299709499547,RO,2018-03-19,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9680771188662041,-0.2506525322587213,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,-0.877774801815794,-0.8651517,0.012623098458097504
HB-1173,-0.6852297031355641,2019,-0.5788695814071371,HB,2019-04-08,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9987165071710528,-0.05064916883871264,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,-0.183847177260362,-0.19637065,0.012523469097174306
BX-1012,-0.8213272974649161,2018,-0.7088743612610929,BX,2018-06-11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,0.24702218048093552,-0.9690098257244062,-0.530810989538078,-0.5431056,0.01229461272632626
CB-1161,-0.8213272974649161,2019,-0.7717875294378405,CB,2019-02-11,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.48530196253108104,-0.8743466161445821,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,-1.22473861409351,-1.2369283,0.012189729679378258
RC-1057,1.682868438195161,2019,0.3476411359025589,RC,2019-06-10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,0.3131070409358269,-0.9497178427914316,-0.877774801815794,-0.86586004,0.011914756859586761
RO-1002,-0.6634540880428678,2019,-0.7803809321085993,RO,2019-03-18,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7907757369376986,-0.6121059825476627,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,-1.571702426371226,-1.5599165,0.011785930094370567
HB-1173,-0.6852297031355641,2018,-0.527703358165647,HB,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.9680771188662043,-0.2506525322587204,-0.8660254037844385,-0.5000000000000004,-0.6152845999633277,-0.7883050558305253,0.1631166350173539,0.17489575,0.011779113478701697
CC-1023,-0.2976237544855695,2019,-0.083605768767628,CC,2019-06-17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.8978045395707417,-0.44039415155763423,1.2246467991473532e-16,-1.0,0.1797665857255624,-0.9837092937736097,0.51008044729507,0.498316,0.011764457323909072
CB-1161,-0.8213272974649161,2018,-0.7717875294378405,CB,2018-04-16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.9427611433904207,-0.3334687789181868,-1.22473861409351,-1.2360042,0.011265619266780602
EB-1135,0.5946320739376624,2019,1.5304560007593808,EB,2019-05-06,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.7907757369376989,-0.6121059825476626,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,1.5509718841282178,1.5398394,0.011132497188215407
BX-1013,-0.7941077785990457,2019,-0.6577081380196027,BX,2019-06-24,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.20129852008866114,0.9795299412524943,1.2246467991473532e-16,-1.0,0.02581844022713308,-0.9996666485105112,-0.183847177260362,-0.19496228,0.011115100748098988
RC-1057,1.682868438195161,2018,1.529982969419706,RC,2018-10-22,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.9987165071710528,-0.05064916883871355,-0.8660254037844386,0.5000000000000001,-0.9275416835791965,0.3737197147904692,0.1631166350173539,0.15200806,0.011108578376728906
RC-1051,0.3218924949016409,2019,-0.6376831446400365,RC,2019-04-01,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.20129852008866006,0.9795299412524945,0.8660254037844387,-0.4999999999999998,0.9999907397361901,0.004303538296244289,-1.571702426371226,-1.560633,0.011069482264170372
RC-1056,0.3218924949016409,2018,1.135474832130928,RC,2018-08-06,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.9987165071710528,-0.05064916883871264,-0.8660254037844385,-0.5000000000000004,-0.6016240632249227,-0.7987793728863648,1.5509718841282178,1.539934,0.011037845012312086
BX-1011,-0.9029858540625272,2019,-0.8150698970180842,BX,2019-04-08,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48530196253108104,-0.8743466161445821,0.8660254037844387,-0.4999999999999998,0.9796136916454901,-0.20089055513063506,-1.571702426371226,-1.5826528,0.010950380864491738
BX-1016,-0.8648785276503087,2018,-0.7089531998177054,BX,2018-07-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5712682150947923,0.8207634412072763,-0.8660254037844385,-0.5000000000000004,-0.5307300481619331,-0.8475409228928312,-0.183847177260362,-0.19473206,0.010884877807654042
HB-1173,-0.6852297031355641,2019,-0.4765371349241567,HB,2019-04-22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.5712682150947924,0.8207634412072763,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132,0.51008044729507,0.4992136,0.010866841175914077
MB-1032,-0.3313759578792488,2019,-0.5274668424958096,MB,2018-12-31,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,-0.877774801815794,-0.88857996,0.01080516282196231
BX-1013,-0.7941077785990457,2019,-0.5869111141816086,BX,2019-06-03,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.9377521321470804,0.3473052528448203,1.2246467991473532e-16,-1.0,0.42500033996955416,-0.9051931898913974,0.51008044729507,0.5208603,0.0107798670741317
RO-1001,-0.7527341099229227,2019,-0.4621885176206879,RO,2019-03-04,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.72479278722912,0.6889669190756866,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,1.204008071850502,1.2147213,0.010713250209129388
BX-1016,-0.8648785276503087,2018,-0.6083552015801993,BX,2018-11-12,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29936312297335804,-0.9541392564000488,-0.5000000000000004,0.8660254037844384,-0.7236440382959124,0.690173388242972,1.204008071850502,1.2145795,0.010571391154563958
RO-1003,-0.6460335959687107,2018,-0.436802502391474,RO,2018-08-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.8978045395707416,-0.4403941515576344,-0.8660254037844385,-0.5000000000000004,-0.6287628145958345,-0.7775971469736268,0.51008044729507,0.49957538,0.010505070784449844
CC-1021,-0.415756466363447,2018,-0.6543180800852667,CC,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9884683243281114,0.1514277775045767,-2.4492935982947064e-16,1.0,-0.4014879892059737,0.9158642882672868,-1.22473861409351,-1.2142448,0.01049377156421305
CB-1162,-0.8207829070875987,2018,-0.708559007034643,CB,2018-08-06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.9377521321470804,0.3473052528448203,-0.8660254037844385,-0.5000000000000004,-0.5737722679043243,-0.8190148866680802,-0.530810989538078,-0.52045417,0.010356821218375889
EB-1134,1.5745347531089968,2018,0.6789995893447519,EB,2018-10-22,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9987165071710528,-0.05064916883871355,-0.8660254037844386,0.5000000000000001,-0.9275416835791965,0.3737197147904692,-0.530810989538078,-0.5411317,0.010320685705299648
DB-1083,-0.3858149956109896,2018,-0.3620635507228566,DB,2018-04-30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.8486442574947509,0.5289640103269624,0.49999999999999994,-0.8660254037844387,0.8359254794186372,-0.548842958284719,-0.183847177260362,-0.19415966,0.010312479502714772
BX-1012,-0.8213272974649161,2019,-0.6459611930843454,BX,2019-02-25,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5712682150947924,0.8207634412072763,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,0.1631166350173539,0.15284522,0.01027141623969735
CB-1163,-0.8817546293471484,2018,-0.7438786803970276,CB,2018-10-01,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9377521321470804,0.3473052528448203,-0.8660254037844386,0.5000000000000001,-0.9959189961471792,0.0902516100310407,-0.530810989538078,-0.54106265,0.010251663526649746
EB-1132,-0.0041973411114865,2019,-0.385320924923534,EB,2019-02-18,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.651372482722222,-0.7587581226927911,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,-0.877774801815794,-0.8675831,0.01019170578841977
EB-1133,0.1863392909496063,2018,-0.4799271928584928,EB,2018-08-06,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9987165071710528,-0.05064916883871264,-0.8660254037844385,-0.5000000000000004,-0.6016240632249227,-0.7987793728863648,-1.22473861409351,-1.2348862,0.010147555340083825
BX-1015,-0.8757663351966569,2018,-0.6696915986246975,BX,2018-03-19,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8978045395707417,-0.44039415155763423,1.0,6.123233995736766e-17,0.9813064702716093,0.19245158197082998,0.51008044729507,0.5200852,0.01000476827347252
CB-1161,-0.8213272974649161,2019,-0.5830480249075978,CB,2019-03-04,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,0.857044259572786,0.86701053,0.009966274236875905
RC-1056,0.3218924949016409,2018,0.1503870672581699,RC,2018-08-20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.9680771188662041,-0.2506525322587213,-0.8660254037844385,-0.5000000000000004,-0.7748840413670406,-0.6321034111873488,-0.183847177260362,-0.1937707,0.00992352939323296
